Original_Target,Suggested_Simplified_Target and Disease Common Name,Target_Type,Causal organism,Count,Examples,Notes,,,,Count:,4092
Ripe rot,Rot Diseases,Disease,,27,Avalaire Azoxy + Difen; A253.01; A253.07; A253.09; A253.03,,,,,,
ripe rot),Rot Diseases,Disease,,1,Carb-O-Nator,,,,,,
Ripening,Ripening,Other,,28,LIVINGSTON'S NATURE-RIPE™ ethylene; Ethylene Fluid; Omni Brand Ethephon 2 lb; ETHY-GEN® II CONCENTRATE; Restrain Ethylene Generator Fuel,Review needed - unclear target type,,,,,
Ripening / Degreening,Ripening / Degreening,Other,,4,Ethy-Gen II-C,Review needed - unclear target type,,,,,
Ripening & Degreening,Ripening & Degreening,Other,,5,Ethylene,Review needed - unclear target type,,,,,
Ripening and fruit loosening,Ripening and fruit loosening,Other,,1,Ethephon 3#,Review needed - unclear target type,,,,,
Ripening and maturity concentration,Rats/Mice,Vertebrate,,2,Ethephon 3#,,,,,,
ripening delay,ripening delay,Other,,4,SmartFresh Technology,Review needed - unclear target type,,,,,
Ripening of mature green tomatoes,Ripening of mature green tomatoes,Other,,1,ETHEPHON 3.9% H&G,Review needed - unclear target type,,,,,
Roaches,Roaches,Other,,1,CT-55 Dairy Aerosol,Review needed - unclear target type,,,,,
robust,robust,Other,,1,AX Clomazone 31.3,Review needed - unclear target type,,,,,
Robust Foxtail,Robust Foxtail,Weed,,3,Clomate 3ME,,,,,,
Robust foxtails,Robust foxtails,Weed,,1,LIBERTY X-METCHLORBUZIN,,,,,,
robust),robust),Other,,2,AX Clomazone 31.3,Review needed - unclear target type,,,,,
Rocket,Rocket,Other,,48,F7127 SE HERBICIDE; Galigan® H2O; Gly-4 Herbicide; BLASTWAVE 480 SC; A229.02,Review needed - unclear target type,,,,,
rocket,rocket,Other,,5,KERB 3.3 SC; Dimension® 0.25G,Review needed - unclear target type,,,,,
rocket (London),rocket (London),Other,,16,Chemsico Herbicide Formula D,Review needed - unclear target type,,,,,
Rockpurslane,Rockpurslane,Weed,,3,IMAZETHAPYR 240 SL,,,,,,
Rodent,Rodents,Vertebrate,,1,Thiram SC,,,,,,
Rodents,Rodents,Vertebrate,,12,ECO2FUME FUMIGANT GAS,,,,,,
Root,Root,Other,,2,ReLoad Fungicide; PHOSTROL Agricultural Fungicide,Review needed - unclear target type,,,,,
Root and Brown Rot,Rot Diseases,Disease,,1,Phiticide,,,,,,
Root and Collar Rot,Rot Diseases,Disease,,2,ArborFos,,,,,,
Root and collar rot,Rot Diseases,Disease,,9,Topaz 5 Systemic Fungicide,,,,,,
Root and Collar Rot (Phytophthora cactorum),Rot Diseases,Disease,,2,OxiPhos,,,,,,
Root and collar rots,Rot Diseases,Disease,,21,CX-9032; CX-9030,,,,,,
Root and Crown Anthracnose,Root and Crown Anthracnose,Insect,,1,A230.03,,,,,,
Root and crown anthracnose,Root and crown anthracnose,Insect,,16,Avalaire Cyprodinil + Fludioxonil; Avalaire Cyprodinil WG; A230.04; A254.02; AX FLUDI-CYPRO,,,,,,
Root and crown diseases,Root and crown diseases,Disease,,1,CX-9030,,,,,,
Root and Crown Rot,Rot Diseases,Disease,,2,Neatland 480 SL,,,,,,
Root and crown rot,Rot Diseases,Disease,,1,Heritage Fungicide,,,,,,
Root and Fruit Rot,Rot Diseases,Disease,,12,AX MEFENOXAM; A288.01; Neatland 480 SL; Avalaire Mefenoxam SL; Mefenoxam 4ME,,,,,,
Root and fruit rot,Rot Diseases,Disease,,2,Falchion; Mefenoxam 4ME T&O,,,,,,
Root and Fruit Rot (Phytophthora spp.),Rot Diseases,Disease,,2,OxiPhos,,,,,,
Root and fruit rot (Phytophthora spp.),Rot Diseases,Disease,,1,A288.02,,,,,,
Root Aphid,Aphids,Insect,,4,A110.05; A110.08; Avalaire Bifen FC; Bifenthrin 17.15 FC,,,,,,
Root aphid,Aphids,Insect,,9,Capture LFR Soil Insecticide; BIFENTHRIN LFC 1.5; F4092-3; F4022-1; Bifenture LFC Insecticide,,,,,,
Root aphid (Pemphigus spp.),Aphids,Insect,,6,LN 1% PY,,,,,,
Root Aphids,Aphids,Insect,,20,A110.08; Avalaire Bifen FC; Bifender FC 3.1; 2016BIFENTHRIN; A110.05,,,,,,
Root aphids,Aphids,Insect,,12,Ampl er; BIFENTHRIN LFC 1.5; F4092-3; F4022-1; Bifenture LFC Insecticide,,,,,,
Root grub complex,Root grub complex,Insect,,1,TRIMAX Insecticide,,,,,,
Root grubs,Root grubs,Insect,,1,MIDASH Forte Insecticide,,,,,,
Root incursion,Root incursion,Other,,1,Cupron Cuprous Oxide 95,Review needed - unclear target type,,,,,
Root induction,Root induction,Other,,8,HORMODIN 2,Review needed - unclear target type,,,,,
Root Knot,Root Knot,Other,,10,Varnimo ST; Paladin,Review needed - unclear target type,,,,,
root knot,root knot,Other,,39,AgChem1-EP1,Review needed - unclear target type,,,,,
Root Knot (Colombia),Root Knot (Colombia),Other,,5,Paladin Pic-21,Review needed - unclear target type,,,,,
Root Knot (except Javanese),Root Knot (except Javanese),Other,,11,AX Oxamyl 24% SL,Review needed - unclear target type,,,,,
Root Knot (Northern),Root Knot (Northern),Other,,5,Paladin Pic-21,Review needed - unclear target type,,,,,
Root Knot (Southern),Root Knot (Southern),Other,,5,Paladin Pic-21,Review needed - unclear target type,,,,,
Root Knot Nematode,Root Knot Nematode,Other,,75,VBC-90042; VBC-90052; Oxamyl 24% SL; Oxamyl 42% SL; OutReach SC Nematicide,Review needed - unclear target type,,,,,
Root Knot nematode,Root Knot nematode,Other,,4,414-03; 414-02,Review needed - unclear target type,,,,,
Root knot nematode,Root knot nematode,Other,,4,Oxamyl 42 Insecticide/Nematicide; Sectagon – 42,Review needed - unclear target type,,,,,
Root Knot Nematodes,Root Knot Nematodes,Other,,2,GreeNeem Neem Oil EC; Sectagon-K54,Review needed - unclear target type,,,,,
Root Knot nematodes,Root Knot nematodes,Other,,6,GRANDEVO,Review needed - unclear target type,,,,,
Root knot nematodes,Root knot nematodes,Other,,6,NimBioSys Neem Oil; Paladin EC,Review needed - unclear target type,,,,,
root knot nematodes,root knot nematodes,Other,,2,FBS Defense 500TM,Review needed - unclear target type,,,,,
Root Lesion,Root Lesion,Disease,,2,Varnimo ST,,,,,,
Root Lesion Nematode,Root Lesion Nematode,Disease,,2,VBC-90042; VBC-90052,,,,,,
Root Lesion nematode,Root Lesion nematode,Disease,,4,414-03; 414-02,,,,,,
Root lesion nematode (Pratylenchus penetrans),Root lesion nematode (Pratylenchus penetrans),Disease,,3,Fosthiazate 75%EC; Fosthiazate 900EC; Nemathorin 500EC,,,,,,
Root Maggot,Root Maggot,Insect,,22,Bifenthrin 17.15 FC; GCS Bifenthrin LFC; A110.08; Avalaire Bifen FC; Bifender FC 3.1,,,,,,
Root maggot,Root maggot,Insect,,26,Capture LFR Soil Insecticide; BIFENTHRIN LFC 1.5; F4092-3; F4022-1; Bifenture LFC Insecticide,,,,,,
Root Maggots,Root Maggots,Insect,,30,Bifenthrin 17.15 FC; A110.08; Avalaire Bifen FC; Bifender FC 3.1; 2016BIFENTHRIN,,,,,,
Root maggots,Root maggots,Insect,,14,F9390-3 Insecticide; Cruiser® 70WS Insecticide; BIFENTHRIN LFC 1.5; F4022-1; Bifenture LFC Insecticide,,,,,,
Root Magot,Root Magot,Other,,3,A110.05,Review needed - unclear target type,,,,,
Root Magots,Root Magots,Other,,1,A110.05,Review needed - unclear target type,,,,,
Root Mealybugs,Mealybugs,Insect,,2,LADA 1.0G Nursery Insecticide,,,,,,
Root mealybugs,Mealybugs,Insect,,8,LADA 2F INSECTICIDE; Rotam Imidacloprid 70WG Insecticide,,,,,,
Root or crown diseases,Root or crown diseases,Disease,,12,F4022-1; Timorex Gold,,,,,,
Root or crown diseases caused by Fusarium,Root or crown diseases caused by Fusarium,Disease,,12,GH DNMT,,,,,,
Root or crown diseases caused by Phytophthora,Root or crown diseases caused by Phytophthora,Disease,,12,GH DNMT,,,,,,
Root or crown diseases caused by Pythium,Root or crown diseases caused by Pythium,Disease,,12,GH DNMT,,,,,,
Root or crown diseases caused by Rhizoctonia,Root or crown diseases caused by Rhizoctonia,Disease,,12,GH DNMT,,,,,,
Root or crown diseases caused by Verticillium,Root or crown diseases caused by Verticillium,Disease,,12,GH DNMT,,,,,,
Root Rot,Rot Diseases,Disease,,203,AX MEFENOXAM; A288.01; Avalaire Azoxy 2 SC; Aliette WDG Fungicide; Avalaire Mefenoxam SL,,,,,,
Root rot,Rot Diseases,Disease,,94,Metalaxyl 2E AG; ENDORSE Water Dispersible Granules; A216.03; Mefenoxam 2E; Oplice,,,,,,
root rot,Rot Diseases,Disease,,24,A216.02; Ridomil Gold GR; LALSTOP K61 WS,,,,,,
Root Rot (Phytophthora spp.),Rot Diseases,Disease,,20,OxiPhos; NutriBP017,,,,,,
Root rot (Phytophthora spp.),Rot Diseases,Disease,,8,Vireo WDG,,,,,,
root rot and damping-off fungi,Rot Diseases,Disease,,6,Actinovate STP Fungicide,,,,,,
Root rot and wilt (Fusarium spp.),Rot Diseases,Disease,,2,TRICOTEN WP,,,,,,
Root suckers,Root suckers,Other,,1,Tre-Hold Sprout Inhibitor for Residential Use,Review needed - unclear target type,,,,,
Root Weevil,Root Weevil,Insect,,8,VCP-03 1.75 SC Insecticide; A110.08; Avalaire Bifen FC; Bifender FC 3.1; A110.05,,,,,,
Root weevil,Root weevil,Insect,,5,LAMBDA 0.5% CONCENTRATE; Dominion 1.47% Plus Lambda 0.5% Liquid; LAMBDA 0.002% READY TO USE; Bonide Lambda 0.5% Concentrate,,,,,,
root weevil,root weevil,Insect,,1,Chemsico Insecticide Concentrate 16L,,,,,,
Root Weevil Adults,Root Weevil Adults,Insect,,7,ORTHENE 97 PELLETS,,,,,,
Root Weevil Complex,Root Weevil Complex,Insect,,6,LADA 2F INSECTICIDE; LADA 1.0G Nursery Insecticide,,,,,,
Root Weevil Larvae,Root Weevil Larvae,Insect,,3,Merit 1.1% Insecticide,,,,,,
Root Weevil larvae,Root Weevil larvae,Insect,,2,TALSTAR 0.115 GURR GRANULAR WITH XX-X-XX FERTILIZER; Talstar 0.069 GCGURR Granular Insecticide with Fertilizer,,,,,,
Root weevil larvae (Diaprepes),Root weevil larvae (Diaprepes),Insect,,1,MBI-601 EP,,,,,,
Root weevil larvae (including Black vine weevil),Root weevil larvae (including Black vine weevil),Insect,,3,Mallet 2.5 G Insecticide,,,,,,
Root Weevil spp.,Root Weevil spp.,Insect,,4,Sharda Bifen. 11.25% + Zeta-Cyper. 3.75% EC; Sharda Bifen. 9.72% + Zeta-Cyper. 3.24% EC,,,,,,
Root weevil spp.,Root weevil spp.,Insect,,4,F6126 EW Insecticide; HERO Insecticide,,,,,,
Root Weevils,Root Weevils,Insect,,112,AC132.03; A198.01; A198.03; A110.03; 2016BIFENTHRIN,,,,,,
Root weevils,Root weevils,Insect,,5,Platinum® Insecticide; Sharda Bifenthrin 2E; Sniper,,,,,,
root weevils,root weevils,Insect,,4,Aceto Bifenthrin 2E; Tundra EC,,,,,,
Root Weevils (Strawberry),Root Weevils (Strawberry),Insect,,6,Ortho Malathion 50 Insect Spray,,,,,,
Root Worms,Root Worms,Insect,,2,DEBUG OPTIMO,,,,,,
Root-knot (Meloidogyne spp.),Root-knot (Meloidogyne spp.),Other,,20,Fluensulfone 480EC,Review needed - unclear target type,,,,,
Root-knot nematode,Root-knot nematode,Other,,136,BAFI TW; Chitocide; Salibro; DuPont™ Vydate® C-LV; Salibro CA,Review needed - unclear target type,,,,,
Root-knot nematode (Meloidogyne incognita),Root-knot nematode (Meloidogyne incognita),Other,,3,Fosthiazate 75%EC; Fosthiazate 900EC; Nemathorin 500EC,Review needed - unclear target type,,,,,
Root-knot nematode (Meloidogyne spp.),Root-knot nematode (Meloidogyne spp.),Other,,6,Votivo 240 FS,Review needed - unclear target type,,,,,
Root-knot nematodes,Root-knot nematodes,Other,,33,LALNIX ACT DC; Biostat 10% WP; DiTera ES Biological Nematicide,Review needed - unclear target type,,,,,
root-knot nematodes,root-knot nematodes,Other,,19,MustGro Invest; DiTera DF,Review needed - unclear target type,,,,,
Root-knot nematodes (heavy soils),Root-knot nematodes (heavy soils),Other,,2,Basamid Granular,Review needed - unclear target type,,,,,
Root-knot nematodes (light soils),Root-knot nematodes (light soils),Other,,2,Basamid Granular,Review needed - unclear target type,,,,,
Root-knot nematodes (Meloidogyne spp.),Root-knot nematodes (Meloidogyne spp.),Other,,3,TRI-CON 80/20,Review needed - unclear target type,,,,,
root-knot nematodes (Meloidogyne spp.),root-knot nematodes (Meloidogyne spp.),Other,,3,Tri-Con 45/55,Review needed - unclear target type,,,,,
Root-lesion nematode,Root-lesion nematode,Disease,,7,Chitocide,,,,,,
Root-propagated weeds,Weeds,Weed,,2,Basamid Granular,,,,,,
Root-weevil complex,Root-weevil complex,Insect,,5,Tombstone™ Insecticide; Baythroid XL; Tombstone Helios; LEVERAGE 2.7 Suspension Emulsion Insecticide; Baythroid 2 Emulsifiable Pyrethroid Insecticide,,,,,,
Root-weevil complex (larvae and adults on foliage),Root-weevil complex (larvae and adults on foliage),Insect,,2,A177.04; HM-1508 INSECTICIDE,,,,,,
Root-weevil complex (larvae and adults),Root-weevil complex (larvae and adults),Insect,,1,LEVERAGE 360 Insecticide,,,,,,
Root/Stem Rot,Rot Diseases,Disease,,1,Turfcide 10% Granular,,,,,,
Rootgrub complex,Rootgrub complex,Insect,,2,Imidacloprid 4FL AG; Nuprid 4F Insecticide,,,,,,
Rootgrubs,Rootgrubs,Insect,,32,Advise 2FL; ADVISE FOUR; A171.06™; AmTide Imidacloprid 2F Insecticide; Admire® 2 Flowable Insecticide,,,,,,
Rootgrubs (Scarabaeidae),Rootgrubs (Scarabaeidae),Insect,,3,Tigris Imida 4 F; Nuprid 2F Insecticide; Equil Imi 4F Insecticide,,,,,,
Rootgrubs / Scarab Grubs,Rootgrubs / Scarab Grubs,Insect,,2,VCP-034; Midac FC,,,,,,
Rooting,Rooting,Other,,9,Hormodin 3,Review needed - unclear target type,,,,,
Rootworm,Rootworm,Insect,,8,PN All Season Spray Oil; A110.08; Avalaire Bifen FC; RTSA Horticultural Oil; A110.05,,,,,,
Rootworm (Larvae),Rootworm (Larvae),Insect,,2,A110.05; Sharda Bifenthrin 17.15% LFC,,,,,,
Rootworm Larvae,Rootworm Larvae,Insect,,5,FG14002-80; GCS Bifenthrin LFC,,,,,,
Rootworm larvae,Rootworm larvae,Insect,,28,GCS Bifenthrin LFC; BIFENTHRIN LFC 1.5; A110.08; Avalaire Bifen FC; Bifenture LFC Insecticide,,,,,,
Rootworm spp.,Rootworm spp.,Insect,,7,Liberty Imidacloprid Bifenthrin; Liberty BIFEN-IMIDA 2-1 SC; Brigadier HPG Insecticide; Sharda Imidacloprid 11.3% + Bifenthrin 11.3% SC; Brigadier Insecticide,,,,,,
Rootworms,Rootworms,Insect,,171,ACETO BIFENTHRIN 2 EC; A171.06™; 2016BIFENTHRIN; A110.05; Admire® 2 Flowable Insecticide,,,,,,
rootworms,rootworms,Insect,,3,PFR-97 20% WP,,,,,,
Rootworms (Adults),Rootworms (Adults),Insect,,1,Ridgeback,,,,,,
Rootworms (Chrysomelidae),Rootworms (Chrysomelidae),Insect,,4,Tigris Imida 4 F; TRIMAX Insecticide; Nuprid 2F Insecticide; Equil Imi 4F Insecticide,,,,,,
Rose,Rose,Other,,3,Velpar DF CU; Velpar® L CU,Review needed - unclear target type,,,,,
Rose aphid,Aphids,Insect,,1,Tempo Concentrate Insecticide,,,,,,
Rose Aphids,Aphids,Insect,,3,A145.01,,,,,,
Rose Bloom,Rose Bloom,Other,,28,BLUE SHIELD DF; Basic Copper 50 HB; Blue Shield WP; AG Copp 75; Badge X2,Review needed - unclear target type,,,,,
Rose bloom,Rose bloom,Other,,5,KOP-5; ALONGLIFE™; Agri-Life; NEU1140F Copper Soap; Cueva 2.4 Copper Soap,Review needed - unclear target type,,,,,
Rose Bloom Spot,Leaf Spot,Disease,,1,NutriBP017,,,,,,
Rose Bloom Tip Blight,Blight,Disease,,2,Cuprofix Ultra 40 Disperss,,,,,,
Rose blossom,Rose blossom,Other,,3,POLYDEX; ALONGLIFE™; Agri-Life,Review needed - unclear target type,,,,,
Rose Chafer,Rose Chafer,Other,,371,A198.01; A122.03; A115.04; A122.05; A115.02,Review needed - unclear target type,,,,,
Rose chafer,Rose chafer,Other,,194,Advise 2FL; ADVISE FOUR; A171.06™; AmTide Imidacloprid 2F Insecticide; A177.04,Review needed - unclear target type,,,,,
rose chafer,rose chafer,Other,,20,CHA 1525-03; LIBERTY LAMBDA 2 ME; Permethrin .25% Dust; DECLARE; CHA 1550-03,Review needed - unclear target type,,,,,
Rose Chafers,Rose Chafers,Other,,11,Chemsico Insecticide Concentrate 22L; A145.01; Sharda Lambda-Cyhalothrin 120 EC,Review needed - unclear target type,,,,,
Rose chafers,Rose chafers,Other,,1,Drexel Carbaryl 4L,Review needed - unclear target type,,,,,
Rose midge,Rose midge,Insect,,2,Bonide Systemic Insect Control,,,,,,
Rose Scale,Rose Scale,Insect,,2,LIME-SULFUR SOLUTION AGRICULTURAL FUNGICIDE,,,,,,
Rose scale,Rose scale,Insect,,6,Malathion 8; FYFANON MALATHION INSECTICIDE; Malathion 8 Aquamul,,,,,,
rose scale,rose scale,Insect,,4,Fyfanon 57% EC; Malathion 50% EC,,,,,,
Rose scale chafers,Rose scale chafers,Insect,,6,Prentox 5 Lb. Malathion Spray; Drexel Malathion 5EC; Malathion 5 EC,,,,,,
Rose Slugs,Rose Slugs,Other,,3,A145.01,Review needed - unclear target type,,,,,
Rose slugs,Rose slugs,Other,,28,SECTA Vegetable Oil Soap Insecticide Concentrate; Concern® Insect Killing Soap Concentrate,Review needed - unclear target type,,,,,
rose slugs,rose slugs,Other,,17,Concern INSECT KILLING SOAP Ready To Use,Review needed - unclear target type,,,,,
Rosette,Rosette,Other,,2,Mika WG,Review needed - unclear target type,,,,,
Rosette (Double Blossom),Rosette (Double Blossom),Other,,4,Liberty AzoxyProp; Azoxystrobin 2L H&G,Review needed - unclear target type,,,,,
Rosette or Double Blossom,Rosette or Double Blossom,Other,,39,AX AZOXY 229; Avalaire Azoxy 2 SC; A225.09; Axill AzoxyProp; A225.13,Review needed - unclear target type,,,,,
Rosette or double blossom,Rosette or double blossom,Other,,11,A225.05; Heritage Fungicide; NUP-08099; Helmstar Fungicide; A-Zox 50WDG,Review needed - unclear target type,,,,,
Rosette or Double Blossom of Blackberries,Rosette or Double Blossom of Blackberries,Other,,19,Abound Flowable Fungicide; AzoxyProp Select; Avalaire AzoxyProp; A225.08; Azoxy + Propi SE,Review needed - unclear target type,,,,,
Rosey Apple Aphid,Aphids,Insect,,38,BONIDE BONTOX MULTI-PURPOSE INSECTICIDE CONCENTRATE; EVERCIDE® Emulsifiable Concentrate 28061; Bonide® RTU Vegetable & Ornamental Insect Spray; EVERCIDE® Vegetable and Garden Insect Killer 28063,,,,,,
Rosy Aphid,Aphids,Insect,,1,LIME-SULFUR SOLUTION AGRICULTURAL FUNGICIDE,,,,,,
Rosy Apple Aphid,Aphids,Insect,,159,A198.01; A198.03; A115.04; A115.02; Actylis Lambda-Cy Insecticide,,,,,,
Rosy apple Aphid,Aphids,Insect,,1,Bonide Potato Beetle Beater,,,,,,
Rosy apple aphid,Aphids,Insect,,55,Drexel L-C Insecticide; Actara 240 SC; Carbaryl 4L; AZ Lambda 2ME; ARCTIC® 3.2 EC,,,,,,
rosy apple aphid,Aphids,Insect,,12,Malathion 50% EC; CHA 1525-03; LIBERTY LAMBDA 2 ME; DECLARE; CHA 1550-03,,,,,,
Rosy Apple Aphid Eggs,Aphids,Insect,,5,Spray Oil 22E; Spray Oil 15E; SPRAY OIL 415; PURESPRAY™ GREEN FORMULA 3; BIOCOVER UL,,,,,,
Rosy Apple Aphid eggs,Aphids,Insect,,3,ClearGuard™ Horticultural Spray Oil; PureSpray Green,,,,,,
Rosy apple aphid eggs,Aphids,Insect,,1,BioCover SS,,,,,,
Rosy Apple Aphids,Aphids,Insect,,3,Ecto B715 Insecticide; Sharda Lambda-Cyhalothrin 120 EC,,,,,,
Rosy apple aphids,Aphids,Insect,,16,Ecto B736 Insecticide; Bonide Eight Insect Control Yard & Garden Ready To Spray; Bonide Eight Insect Control Concentrate; Evercide® 2.5 Permethrin Concentrate/Repellent; Hi-Yield Kill-A-Bug II,,,,,,
Rosyapple Aphid,Aphids,Insect,,3,Bonide Permakil 25; Bonide Permakil RTU Permethrin Spray; Southern Permethrin 10% Lawn Insecticide,,,,,,
rosyapple aphids,Aphids,Insect,,1,PRAMEX® Insect Killer R4 30223,,,,,,
Rot,Rot Diseases,Disease,,6,Companion® Maxx Liquid Biological Fungicide,,,,,,
rot,Rot Diseases,Disease,,4,Terrastat 5.523-S; OXYSAN Acid Sanitizer,,,,,,
Rot (blight),Rot Diseases,Disease,,3,Homeowner Garden Spray Fungicide,,,,,,
Rotbrenner,Rot Diseases,Disease,,34,A20259 Crop; A23089 Fungicide; A253.01; A19649 Crop; A20560 Crop Fungicide,,,,,,
Rotbrenner (Pseudopezicula tracheiphila),Rot Diseases,Disease,,1,Revus Top,,,,,,
Rots,Rot Diseases,Disease,,1,Freshgard 5,,,,,,
Rotylenchulus spp. (reniform nematodes),Rot Diseases,Disease,,22,MBI-601 EP,,,,,,
Rotylenchus spp. and Hoplolaimus spp. (lance nematodes),Rot Diseases,Disease,,22,MBI-601 EP,,,,,,
Rough,Rough,Other,,3,IMAZETHAPYR 240 SL,Review needed - unclear target type,,,,,
Rough Skin Cutworm,Cutworms,Insect,,1,Bt Sulfur 15-50 Dust,,,,,,
Rough Strawberry Weevil,Rough Strawberry Weevil,Insect,,2,Danitol 2.4 EC Spray,,,,,,
Roughskinned Cutworm,Cutworms,Insect,,7,BioproTeK; Foray 76B Flowable Concentrate; Thuricide HPWP; Javelin WP; Javelin,,,,,,
Roughskinned cutworm,Cutworms,Insect,,13,Crymax WP; Condor XL; Crymax®; Cutlass; Condor WP,,,,,,
roughskinned cutworm,Cutworms,Insect,,1,Bonide Bacillus Thuringiensis (Bt) Moth Larvae (Caterpillar) Control,,,,,,
Roughstalk bluegrass,Grasses,Weed,,5,FreeHand 1.75G Herbicide,,,,,,
Round-headed Borers (including Eucalyptus longhorned),Round-headed Borers (including Eucalyptus longhorned),Insect,,3,Mallet 2.5 G Insecticide,,,,,,
Roundheaded apple tree borer,Roundheaded apple tree borer,Insect,,4,Warhawk ClearForm; Drexel Lambdafos; Drexel Chlorpyrifos 4E-AG2; Warhawk,,,,,,
Roundheaded appletree borer,Roundheaded appletree borer,Insect,,1,Drexel Chlorpyrifos 4E-AG,,,,,,
Roundheaded Borers,Roundheaded Borers,Insect,,10,Imidacloprid 1.47% FL; IMA-jet 10%; BOXERTM Insecticide-Miticide; Arena 0.25 G Insecticide; Sharda Clothianidin 0.25% WG,,,,,,
Royal palm bug,Royal palm bug,Insect,,1,IMA-jet 10%,,,,,,
Royal Palm Bugs,Royal Palm Bugs,Insect,,12,Merit 1.47 TLC Insecticide Concentrate; Merit 1.1% Insecticide; Mallet 1.47% Concentrate; Imidacloprid 1.47% FL,,,,,,
Royal Palm bugs,Royal Palm bugs,Insect,,3,Mallet 2.5 G Insecticide,,,,,,
Royal palm bugs,Royal palm bugs,Insect,,1,Mantra 60 WSP,,,,,,
Rumex acetosella,Rumex acetosella,Other,,1,F6285 4F CAL Herbicide,Review needed - unclear target type,,,,,
Rumex crispus,Rumex crispus,Other,,8,F6285 4F CAL Herbicide,Review needed - unclear target type,,,,,
Runner production,Runner production,Other,,5,"ProGibb LV PLUS Plant Growth Regulator Solution; Falgro 4L; FALGRO® Tablet; VitaGib 40% Soluble Powder Plant Growth Regulator; Progibb 40% Plant Growth Regulator, Water Soluble Granule",Review needed - unclear target type,,,,,
