Original_Target,Count,Examples,Suggested_Simplified_Target,Target_Type,Notes
Weed grasses,25,SUNNILAND Lawn Food with 0.38% Prodiamine; SUNNILAND LAWN FOOD with 0.25% Prodiamine; Turf Fertilizer with Barricade 0.45; TURF PRIDE® FERTILIZER with 0.50% PRODIAMINE,,,
Weed seedlings,4,Linex 4L Agricultural Herbicide,,,
Weed seeds,12,TRI-CON 80/20; METAM 426; TRI-CON 57/43; Sectagon – 42,,,
Weeds,1965,A392.01; A335.01; A357.01; A393.01; A392.02,,,
Weeds & Grasses,10,Hi-Yield Killzall Concentrate Systemic Weed & Grass Killer,,,
Weeds & grasses,15,RD 1734 Herbicide,,,
Weeds (annual and perennial),2,Sequence Herbicide,,,
Weeds (postemergence),3,Helena Flumioxazin 4 SC; Rimsulfuron 25 Herbicide,,,
Weeds (pre-emergence),6,Roundup® Landscape Weed Preventer,,,
Weeds (preemergence),21,Helena Flumioxazin 4 SC; Rimsulfuron 25 Herbicide,,,
Weeds <3 inches in height,14,ALB 2048; Avalaire Glufosinate 280SL,,,
Weeds <6 inches in height,12,Avalaire Glufosinate 280SL,,,
Weeds <6 inches in height (pre-tiller grasses),2,ALB 2048,,,
Weeds >6 inches in height and/or grasses that have tillered,14,ALB 2048; Avalaire Glufosinate 280SL,,,
Weeds and Grasses,33,Glyfos Concentrate 18% Weed and Grass Killer; DREXEL IMITATOR PA PLUS; Roundup Rainfast Super Concentrate Weed & Grass Killer,,,
Weeds and grass,3,H01 CONCENTRATE HERBICIDAL SOAP,,,
Weeds and grasses,205,Glyphosate 41% Super Concentrate; Eraser; AX PARAQUAT CONCENTRATE; Crop Protect Direct Paraquat 3SL; DYNAQUAT,,,
Weeds and weed seeds,3,MBC Concentrate Soil Fumigant,,,
Weeds in Dry Ditches,1,ClearOut Prompt,,,
Weeds in dry ditches,2,Gliforte; Glyfos Herbicide,,,
Weeds listed in Table 1,2,AX Mesotrione SC,,,
Weeds listed in Table 2,2,AX Mesotrione SC,,,
Weeds listed in Tables 1 and 2,46,Tigris Meso 4 SC; MESOTRIONE 4L; Sharda Mesotrione 40SC; Avalaire MESO 4 SC,,,
Weedy grasses,11,GRASS-B-GON GRASS KILLER FORMULA II,,,
Weeping berries,1,Zinc Coposil Sulfur 15-30 Dust,,,
Weevil,10,Bonide Vegetable Floral Dust; METHOMYL 29 SL Insecticide; Lannate SP; Lannate LV Insecticide; AX Methomyl 29LV Insecticide,,,
Weevil (Adults),3,Sharda Thiamethoxam 25% WDG,,,
Weevil Adult,2,Actara 240 SC; Voliam Flexi®,,,
Weevil Adults,42,Actara 240 SC; Safer Brand O-SAP Concentrate II; Trilogy Max; Safer Brand O-SAP Ready-To-Use Spray II,,,
Weevil adults,13,Safer Brand End All RTU,,,
Weevil species,8,Karate 1 EC Insecticide; Avalaire Lambda-Cy 1 EC; Endigo® ZCX; KAISO 24 WG INSECTICIDE; AX LAMBDA-CY CRI,,,
Weevil species (Adult),6,Kilter Insecticide; A115.04; Kendo Insecticide; Kendo 22.8 CS; Cyhella Insecticide,,,
Weevil species (Adults),2,Willowood Lambda-Cy 1EC; Sharda Lambda-Cyhalothrin 120 EC,,,
Weevil species (adult),1,AZ Lambda 2ME,,,
Weevil species (adults),5,Roundhouse 1E; Endigo® ZC; KARATE EC-W INSECTICIDE; LPI Lambda-Cyhalothrin; A115.02,,,
Weevil spp.,12,Drexel L-C Insecticide; Lambda Cyhalothrin 12.7% EC; Lambda Cyhalothrin 11.4% EC; Adama Lambda CY VC 223; Actylis Lambda-Cy Insecticide,,,
Weevil spp. (Adult),1,Lambdastar Insecticide,,,
Weevils,468,Acetamiprid Concentrate Insecticide; Allityn Insect Repellent; Aerosol NEU1161 RTU; A1117.01; 0.3% Bifenthrin Liquid Concentrate,,,
Weevils (adults),3,RD 1648 Insecticide; RD 1649 Insecticide,,,
Weevils spp.,1,CSI Lambda 1EC,,,
West Virginia White,1,Tempo Concentrate Insecticide,,,
Western Bean Cutworm,33,EVERCIDE® Emulsifiable Concentrate 28061; Bonide® RTU Vegetable & Ornamental Insect Spray; EVERCIDE Emulsifiable Concentrate 2668; BONIDE BONTOX MULTI-PURPOSE INSECTICIDE CONCENTRATE; BIFEN 25% EC,,,
Western Boxelder Bug,1,Danitol 2.4 EC Spray,,,
Western Cherry Fruit Fly,89,A198.01; A122.03; A198.03; ADA 11280 Insecticide; A122.05,,,
Western Flower Thrip,1,TNO RTU,,,
Western Flower Thrips,35,Danitol 2.4 EC Spray; BASIN-T; Basin®; Azatin® XL; F9318,,,
Western Flower Thrips (larvae),4,V-10467 Insecticide,,,
Western Flower Thrips (suppression),2,DISTANCE® Insect Growth Regulator,,,
Western Flower thrips (Frankliniella occidentalis),6,LN 1% PY,,,
Western Grape Leafhopper,44,A198.01; A110.04; A110.03; A110.08; A110.05,,,
Western Grape Leafhoppers,3,2016BIFENTHRIN; FG14002-80; Discipline 2EC,,,
Western Grapeleaf Skeletonizer,40,Anarchy 30 SG Insecticide; ArVida 70 WP; Acetamiprid Concentrate Insecticide; Avalaire Acetamip 30 SG; AG35814 R334.2 70 WP Insecticide,,,
Western Grapeleaf Skelotinizer,1,Voliam Flexi®,,,
Western Plant Bug,1,Deltamethrin Dust,,,
Western Ragweed,6,A313.01; LPI.A011; Comet Selective Herbicide,,,
Western Raspberry Fruit Worm,21,Anarchy 30 SG Insecticide; ArVida 70 WP; AG35814 R334.2 70 WP Insecticide; A122.05; Acetamiprid 30 SC,,,
Western Raspberry Fruit Worm (adult),16,AG35814 C 8.5SL Insecticide; Liberty Acetamip 30 SG; Omni Brand Aceta 30 SG; RaVida 8.5 SL Insecticide; Avalaire Acetamiprid+Bifen,,,
Western Raspberry Fruitworm,8,Danitol 2.4 EC Spray; Argyle Insecticide; ASSAIL® 70 WP Insecticide,,,
Western Spruce Budworms,1,BOXERTM Insecticide-Miticide,,,
Western Striped Cucumber Beetle,3,Avalaire Acetamip 30 WSG; AX Acetamip 30 SG; AG35814 R334.2 70 WP Insecticide,,,
Western Striped),3,LIBERTY ACETA-BIF; Liberty Acetamip 30 SG; Omni Brand Aceta 30 SG,,,
Western Stripped Cucumber beetle,4,VST-006330 EP,,,
Western Tentiform Leafminer,13,Avalaire Pyriprox 0.86 EC; AX PYRIPROXYFEN 0.86 EC; AX PYRIPROXYFEN 35 WSB; AVALAIRE PYRIPROXYFEN 0.86 EC; Avalaire Pyriproxyfen 35 WSP,,,
Western Thrips,4,S-1812 PPG,,,
Western Tussock Moth,14,Imidan 50-WSB; Bioprotec PLUS; Danitol 2.4 EC Spray; Imidan 70-W Agricultural Insecticide; AX Methomyl 29LV Insecticide,,,
Western White,1,Tempo Concentrate Insecticide,,,
Western Yellow-Striped Armyworm,4,EsfenStar 8% EC; Dupont Asana XL Insecticide,,,
Western Yellowstriped Armyworm,3,CSI Lambda 1EC; Sharda Indoxacarb 30% WDG,,,
Western cherry fruit fly,37,Cyclaniliprole 100SL Insecticide; Baythroid XL; Cyclaniliprole 50SL Insecticide; A177.04; Baythroid 2 Emulsifiable Pyrethroid Insecticide,,,
Western cherry),4,Enkounter Insecticide,,,
Western flower thrip,1,DoubleTake,,,
Western flower thrips,40,Cyclaniliprole 100SL Insecticide; Cyclaniliprole 50SL Insecticide; QRD 452 (Requiem EC); Sequoia CA; Tempo Concentrate Insecticide,,,
Western flower thrips (Frankliniella occidentalis),2,A103.02,,,
Western flower thrips (larvae),16,BYI 8330 150 OD Insecticide; Ultor; Movento; Movento HL,,,
Western flower thrips (suppression),8,Transform® CA; Closer SC,,,
Western grape aphid,9,Super Insecticidal Soap Concentrate,,,
Western grape aphids,1,M-Pede Insecticide/Miticide/Fungicide,,,
Western grape leaf skeletonizer,9,Baythroid XL; A177.04; HM-1508 INSECTICIDE; LEVERAGE 2.7 Suspension Emulsion Insecticide; Baythroid 2 Emulsifiable Pyrethroid Insecticide,,,
Western grape leafhopper,46,A131.01; A131.02; A131.04; ABACUS Agricultural Miticide/Insecticide; A131.03,,,
Western grape leafhoppers,3,NUP-13026 Abamectin 0.15 Miticide/Insecticide; Nufarm Abamectin 0.15 EC Insecticide,,,
Western grape skeletonizer,3,Tombstone Helios; Tombstone™ Insecticide; QRD 452 (Requiem EC),,,
Western grape-leaf hopper,2,AgSaver Abamectin 0.15 EC,,,
Western grapeleaf skeletonizer,53,A197.05; A131.01; A131.02; A131.04; A131.03,,,
Western grapeleaf skeletonizers,3,NUP-13026 Abamectin 0.15 Miticide/Insecticide; Nufarm Abamectin 0.15 EC Insecticide,,,
Western grapeteaf skeletonizers,1,Drexel Carbaryl 4L,,,
Western peach borer,12,Decis 100 EC Insecticide; DECIS 1.5 EC Insecticide; Battalion 0.2 EC Insecticide; Battalion™ 1.5 EC Insecticide,,,
Western plant bug,16,Bonide Delta Dust; Battalion™ 1.5 EC Insecticide; DECIS 1.5 EC Insecticide; Battalion 0.2 EC Insecticide; Decis 100 EC Insecticide,,,
Western plant bugs,1,ULTRATEC DUST INSECTICIDE,,,
Western ragweed,1,Liberty Fluroxypyr Herbicide,,,
Western raspberry fruit worm (adult),1,Retriever® Insecticide,,,
Western raspberry fruitworm,8,A1101.04; Entrust; Success; MBI-203 WDG; GRANDEVO,,,
Western raspberry fruitworm (adult),3,Enkounter Insecticide,,,
Western tent caterpillar,9,Lepinox® WDG; Crymax®,,,
Western tentiform leafminer,45,Aloft GC SC; Altacor Insect Control; A177.04; Aloft LC SC; Baythroid 2 Emulsifiable Pyrethroid Insecticide,,,
Western tussock moth,8,MGK 74731; A1101.04; MGK® 74721; Radiant SC; Drexel Chlorpyrifos 4E-AG,,,
Western yellowstriped armyworm,80,AVAUNT® eVo insect control; A197.05; Avalaire Methoxy 2F; AVAUNT; Baythroid 2 Emulsifiable Pyrethroid Insecticide,,,
Western yellowstriped armyworm (1st and 2nd instar),4,Tempo® Ready-to-Use Insecticide; Tempo Concentrate Insecticide,,,
Western yellowstriped armyworm (1st and 2nd instars),2,A177.04,,,
Western yellowstriped armyworms,2,Dimilin 25W; Drexel Carbaryl 4L,,,
Western),1,Liberty Bifenthrin 2 EC,,,
Wetwood / Slime Flux,14,ArborBiotic; Arbor-OTC; Mycoject Ultra,,,
Wheat,15,Sharda Metribuzin 4SC; LIBERTY X-METCHLORBUZIN; A363.01; Omni Brand Metribuzin 75 WDG,,,
Wheat (suppression),6,A335.05,,,
Whisker Mold,2,TETRABAN; Azoxystrobin 2.08 lb SC,,,
Whisker mold,1,Heritage Fungicide,,,
White,4,Sharda Clopyralid 40.9% EC; LIBERTY CLOP; GCS Clopy 360SL,,,
White Angled-Sulphur,1,Tempo Concentrate Insecticide,,,
White Apple Leafhopper,71,A198.01; A122.03; A198.03; ADA 11280 Insecticide; A122.05,,,
White Apple Leafhopper (OR and WA only),1,Sharda Indoxacarb 30% WDG,,,
White Apple Leafhoppers,1,Ecto B715 Insecticide,,,
White Apple Leafroller,1,F9318,,,
White Apple Leafrollers,4,Pyrethrum Home and Garden Powder; MGK® 7478,,,
White Campion,4,F9021-2 SE Herbicide; SAUSX-01B; Tigris Sulfen 4 SC; F9021-2 SE CAL Herbicide,,,
White Clover,7,Avalaire Clopyralid 3 SL; A313.01; LPI.A011; Comet Selective Herbicide,,,
White Cockle,6,A313.01; LPI.A011; Comet Selective Herbicide,,,
White Flies,5,MULTICIDE House and Garden Insect Killer 2553; SprayPak House & Deck Flying Insect Killer Formula 2; Rose & Flower Insect Spray; Pyrethrins RTU; Cenol 0.5% Multipurpose Insecticide,,,
White Fringed Beetle,2,Tepera Plus Fungicide; TEPERA Plus HD fungicide + insecticide,,,
White Grub,55,AX BIFEN LFR FC; Argyle Insecticide; A110.08; Avalaire Bifen FC; A110.05,,,
White Grub Complex,4,VCP-034; Midac FC,,,
White Grub Larvae,3,Merit 1.1% Insecticide,,,
White Grub Larvae (such as Japanese Beetle,4,Rotam Imidacloprid 70WG Insecticide,,,
White Grub larvae,6,LADA 2F INSECTICIDE; LADA 1.0G Nursery Insecticide,,,
White Grub spp.,1,Sharda Imidacloprid 11.3% + Bifenthrin 11.3% SC,,,
White Grubs,81,Arena 0.25 G Insecticide; A110.04; Bifender FC 3.1; 2016BIFENTHRIN; A110.05,,,
White Leaf Spot,13,A20259 Crop; AX AZOXY 229; A23089 Fungicide; Abound Flowable Fungicide; A225.13,,,
White Marked Tussock Moth,1,BioproTeK,,,
White Mold,92,Avalaire T-Methyl 70 WSP; ARMOUR-Zen 15%; AX TFM 4.5 FL; AKOTOP 85 WG; Avalaire T-Methyl 4.5F,,,
White Mold (Sclerotinia Stem Rot),3,Liberty TM 70 WSB; T-Methyl 70WSB; AX TM 70 WSB,,,
White Mold (Sclerotinia sclerotiorum),2,Heads Up Plant Protectant,,,
White Mold (Sclerotinia sp.),1,Quali-Pro™ 4.5,,,
White Mold (Sclerotinia spp.),2,PHC 25279,,,
White Mold / Sclerotinia Stem Rot (Sclerotinia sclerotiorum),2,PHC 25279,,,
White Peach Scale,10,CLEAN CROP SUPERIOR DORMANT SPRAY OIL; Liberty 440 Supreme Spray Oil; Spray Oil 22E; PURESPRAY™ GREEN FORMULA 3; BIOCOVER UL,,,
White Pine Blister Rust,1,Prothioconazole 4L,,,
White Rot,75,ADAMENT 50 WG Fungicide; ARMOUR-Zen 15%; Armour-Zen; AKOTOP 85 WG; Avalaire T-Methyl 4.5F,,,
White Rot (Botryosphaeria sp.),1,Quali-Pro™ 4.5,,,
White Rust,114,A288.01; A225.09; Abound Flowable Fungicide; A-Zox 50WDG; A225.13,,,
White Tussock moth,1,Malathion 8,,,
White apple leaf hopper,9,Super Insecticidal Soap Concentrate,,,
White apple leafhopper,125,A122.01™; A131.01; A131.02; A131.04; A131.03,,,
White apple leafhoppers,21,Ecto B736 Insecticide; Bonide Eight Insect Control Yard & Garden Ready To Spray; Bonide Eight Insect Control Concentrate; Evercide® 2.5 Permethrin Concentrate/Repellent; Hi-Yield Kill-A-Bug II,,,
White apple leafroller,1,EVERCIDE® Permethrin Dust 2786,,,
White apple leafrollers,4,MGK 74731; MGK® 74721,,,
White campion,2,Sulfentrazone 4SC Select ABN: Sulfentrazone 4SC Prime; Zone Defense,,,
White clover,1,Liberty Fluroxypyr Herbicide,,,
White cockle,3,OBTAIN 40% WDG Herbicide; Liberty Fluroxypyr Herbicide,,,
White flies,27,Liberty Bifen SC; Captiva®; Metabrom 100; GH CMT,,,
White fly,1,DIAMOND R BRAND 435 SOLUBLE OIL,,,
White fringed Beetle (adult),1,F6578 EW Insecticide,,,
White fringed beetles,2,Brigade 2EC Insecticide/Miticide; VKM32 insect control,,,
White grub,24,F4120-1; BIFENTHRIN LFC 1.5; F4022-1; Brigade 2EC Insecticide/Miticide; Bifenture LFC Insecticide,,,
White grub adults,3,Fanfare II E; Fanfare 2EC; Fanfare 2 SC Insecticide/Miticide,,,
White grub complex,56,Advise 2FL; ADVISE FOUR; A171.06™; AmTide Imidacloprid 2F Insecticide; Admire® 2 Flowable Insecticide,,,
White grub complex (Asiatic garden beetle,1,Equil Imi 4F Insecticide,,,
White grub complex (grubs of Asiatic garden beetle,1,TRIMAX Insecticide,,,
White grub larvae,35,AmTide Imidacloprid 2F T&O; Imidacloprid 2FL T&O; Merit 2 Greenhouse and Nursery Insecticide; IMIDACLOPRID 60WP GH; Mantra 60 WSP,,,
White grub larvae (including Japanese beetle,3,Mallet 2.5 G Insecticide,,,
White grub species,1,F4120-2 (Ethos 3D Insecticide/Fungicide),,,
White grub spp.,3,Brigadier HPG Insecticide; F9390-3 Insecticide; Brigadier Insecticide,,,
White grubs,22,Cimegra™ Insecticide; Bifenture EC Agricultural Insecticide; AX PY-BIF; Brigade 2EC Insecticide/Miticide; BIFEN 25% EC,,,
White grubs (Adults),1,Brigade WSB Insecticide/Miticide,,,
White grubs (Scarabaeidae),14,MBI-601 EP,,,
White leaf spot,8,LIBERTY PYRAC-DCZ; Imbrex Xemium Fungicide Technical; A19649 Crop; Cabrio® EG Fungicide; Merivon Xemium Brand Fungicide,,,
White marked Tussock Moth,10,Bioprotec Caterpillar Insecticide Concentrate,,,
White mold,78,A20259 Crop; Avalaire Fluazinam 4F; A228.03; A253.11; 16-002-C,,,
White mold (Sclerotinia sclerotiorum),1,AX Fluazi-Difeno,,,
White mold (Sclerotinia),1,NEU1140F Copper Soap,,,
White mold (suppression),2,A23089 Fungicide; Merivon Xemium Brand Fungicide,,,
White peach scale,20,Movento HL; Citri-Oil; Movento; BYI 8330 150 OD Insecticide; GRANDEVO,,,
White pine blister rust,7,Phobos FC; Proline 480 SC Fungicide; Propulse; Prothioconazole + Azoxystrobin; AURELIA 480 SC,,,
White rot,76,Academy; Aprovia Fungicide; A228.03; A254.01; A254.07,,,
White rust,63,A225.05; A216.02; Agri-Life; A216.03; A275.01a [Alternate Brand Name: RenaZ SC],,,
White rust (Albugo occidentalis),3,LPI.A045; A288.05; Avalaire Cyazofamid 400 SC,,,
White spot,1,VEGGIETURBO 5SC,,,
White-Fringed Beetle,1,Sharda Bifenthrin 17.15% LFC,,,
White-footed Mouse,21,ZP Rodent Oat Bait AG; Prozap® Zinc Phosphide Oat Bait; Prozap Zinc Phosphide Pellets; Force's Mous-Con No.2; ZP Rodent Bait AG,,,
White-footed mice,10,Zinc Phosphide in Oat Pellets; ORCHARD MOUSE BAIT,,,
White-footed mice (Peromyscus leucopus),2,Zinc Phosphide on Oats,,,
White-footed mouse,14,Zinc Phosphide Concentrate; WILCO ZINC AG BAIT,,,
White-fringed beetle,2,Tundra EC; Sharda Bifenthrin 2E,,,
White-marked tussock moth,2,Bonide Systemic Insect Control,,,
White-tailed deer,3,DEER AWAY Big Game Repellent Liquid Spray Kit; Ready-to-Use Hinder Deer & Rabbit Repellent,,,
Whiteflies,2535,0.5% PERMETHRIN AEROSOL SPRAY; 14ACP703 SC Insecticide/Miticide; 2016BIFENTHRIN; 887 Multi-Use Insecticide Spray; 0.3% Bifenthrin Liquid Concentrate,,,
Whiteflies (Bemisia spp.),5,PFR-97 10% ES,,,
Whiteflies (Suppression),9,Sharda Clothianidin 23% SC (CRASH SC),,,
Whiteflies (Trialeurodes spp.),5,PFR-97 10% ES,,,
Whiteflies (adult),1,ULTRATEC DUST INSECTICIDE,,,
Whiteflies (except Sweetpotato & Silverleaf Whitefly),1,Acephate® 97UP Insecticide,,,
Whiteflies (including fig [ficus] whitefly),3,Mallet 2.5 G Insecticide,,,
Whiteflies (suppression),30,V-10170 2.13 SC Insecticide; FBS Carbon Defense,,,
Whiteflies including Silverleaf/Sweetpotato (B and Q Biotypes),5,"DINOTEFURAN 20% TURF, ORNAMENTAL AND VEGETABLE TRANSPLANTS",,,
Whiteflies),3,EVERGREEN Crop Protection EC 60-6,,,
Whitefly,758,AC132.03; A122.03; A110.08; A122.05; A110.05,,,
Whitefly & Blackfly,3,SUNSPRAY 6E PLUS; LESCO Horticultural Oil Plus,,,
Whitefly (Field Only),4,ADA 11280 Insecticide; A122.03,,,
Whitefly (Sweet Potato,6,LIBERTY ACETA-BIF; Liberty Acetamip 30 SG,,,
Whitefly (adult),24,Green Light Many Purpose Dust; HM-1508 INSECTICIDE; Hi-Yield® Kill-A-Bug® II Dust; Athena Insecticide; Decis 100 EC Insecticide,,,
Whitefly (field use only),2,A122.03,,,
Whitefly (including sweetpotato whitefly),2,LEVERAGE 360 Insecticide,,,
Whitefly (sweetpotato whitefly),4,A177.04,,,
Whitefly Larvae,6,Ortho Volck Oil Spray,,,
Whitefly adelgids,16,Synergy Brand,,,
Whitefly species,115,Bonide FT09; Avalaire Lambda-Cy 1 EC; A115.04; AX LAMBDA-CY CRI; A115.02,,,
Whitefly species (suppression only),5,AZ Lambda 2ME,,,
Whitefly spp,10,Scorpion® 35SL Insecticide,,,
Whitefly spp.,83,Bonide FT09; A198.01; Adama Lambda CY VC 223; A198.03; Actylis Lambda-Cy Insecticide,,,
Whitefringed Beetle,24,AX BIFEN LFR FC; Argyle Insecticide; Bifen 25% EC; Avalaire Bifen FC; A110.05,,,
Whitefringed Beetle (Adult White Grub),1,A110.08,,,
Whitefringed Beetle (Adults),1,Ridgeback,,,
Whitefringed Beetle (adult),6,EP152 EW Insecticide; F9114 EC Insecticide; A198.01; A198.03; F9318,,,
Whitefringed Beetle spp. (Adult),1,CSI Lambda 1EC,,,
Whitefringed Beetles,4,2016BIFENTHRIN; FG14002-80; Discipline 2EC; Liberty Bifenthrin 2 EC,,,
Whitefringed beetle,26,F4120-1; Brigadier HPG Insecticide; Capture LFR Soil Insecticide; Brigade 2EC Insecticide/Miticide; Brigadier Insecticide,,,
Whitefringed beetles,2,AX PY-BIF,,,
Whitestem,10,A229.02; Galigan® H2O; IMAZETHAPYR 240 SL,,,
Wild,60,Galigan® H2O; DREXEL Me-Try-Buzin 4L; Avalaire Metribuzin 4 F; Bar 750 DF; GCS Clopy 360SL,,,
Wild Beans,1,LIBERTY CLOP,,,
Wild Blackberry,16,BN-1438; BN-1437; CSI 19-313H2 Glufosinate + Imazapyr Low Load; Glufosinate 1.0% RTU; CSI 19-313E Glufosinate 5.78%,,,
Wild Buckwheat,7,Avalaire Clopyralid 3 SL; A313.01; LPI.A011; Comet Selective Herbicide,,,
Wild Carrot,6,A313.01; LPI.A011; Comet Selective Herbicide,,,
Wild Cherry Sphinx,1,Tempo Concentrate Insecticide,,,
Wild Grape,2,Brush-B-Gon Poison Ivy & Poison Oak Killer; ImazaMAX 5G Herbicide,,,
Wild Mustard,17,Dimetric Liquid; A319.06; Galigan® H2O; METRIBUZIN 4L; Liberty Metribuzin 4L,,,
Wild Mustards,3,Sharda Metribuzin 4SC; Liberty Metribuzin 4L,,,
Wild Oat,17,PRUVIN® Herbicide,,,
Wild Oats,3,IMAZETHAPYR 240 SL,,,
Wild Poinsettia,1,WILLOWOOD FOMESAFEN 1.88 SL,,,
Wild Proso,3,IMAZETHAPYR 240 SL,,,
Wild Radish,1,A319.06,,,
Wild blackberry,4,NEU1171H RTU; Imitator Weed Killer; Spyder Selective Herbicide; Razor Burn® Residential,,,
Wild buckwheat,11,CLOPYR AG; F9021-2 SE CAL Herbicide; F9021-2 SE Herbicide; A339.01; LIBERTY CLOP,,,
Wild carrot,5,Tide Hexazinone 75 WDG; OBTAIN 40% WDG Herbicide; Liberty Fluroxypyr Herbicide,,,
Wild cherry,2,Tide Hexazinone 75 WDG,,,
Wild grape,2,"Triclopyr BEE + 2,4-D BEE; Arsenal 75 SG Herbicide",,,
Wild mustard,32,LIBERTY X-METCHLORBUZIN; METRI DF; DREXEL SIMAZINE 4F; Metribuzin 4L; Glory,,,
Wild mustards,1,Metribuzin 70 WDG,,,
Wild oat,33,LPI Rimsulfuron; A363.01; Avalaire Rimsulfuron 25 SG,,,
Wild oats,11,Rim 25 Herbicide,,,
Wild proso millet,1,LIBERTY X-METCHLORBUZIN,,,
Wild radish,20,A363.01; Rim 25 Herbicide,,,
Wild rose,2,Tide Hexazinone 75 WDG,,,
Wild strawberry,2,Tide Hexazinone 75 WDG,,,
Wild-proso millet,11,Rim 25 Herbicide,,,
Willamette,249,Avalaire Fenazate 50 WSB; A105.01; Acramite-50WS; AX BIFENAZATE 50 WSB; A105.04,,,
Willamette Mite,68,A134.05; Aceto Etoxazole 72% WDG Miticide; A134.02™; A221.01; A134.04™,,,
Willamette Spider Mite,11,Averland FC; VCP-030; GWN-1973; F9318; Sharda Spirodiclofen 23.5% SC,,,
Willamette mite,174,A105.02; Avalaire Hexy™ 1 EC; ACRAMITE-4SC; A134.03™; A134.01,,,
Willamette spider mite,59,A131.01; A131.02; A131.04; ABACUS Agricultural Miticide/Insecticide; A131.03,,,
Willamette spider mites,1,Nufarm Abamectin 0.15 EC Insecticide,,,
Williamette Mite,4,Avalaire Etoxazole SC; LPI10015; AX Etoxazole SC; Liberty Etoxazole SC,,,
Williamette spider mite,3,Abamectin 0.15 EC Select; Willowood Abamectin 0.15EC,,,
Willow leaf beetle,2,Bonide Systemic Insect Control,,,
Willowherb,5,FreeHand 1.75G Herbicide,,,
Willowleaf,10,F7127 SE HERBICIDE,,,
Willowweed,3,IMAZETHAPYR 240 SL,,,
Wilsonomyces spp.,2,Postiva,,,
Wilt,14,Companion® Maxx Liquid Biological Fungicide; OXYCOP DRY FUNGICIDE,,,
Winter,1,Omni Brand Metribuzin 4SC,,,
Winter Moth,21,BioproTeK; AX DIFLU 2L IGR; Bioprotec PLUS; Danitol 2.4 EC Spray; LPI Diflubenzuron 2L,,,
Winter Moths,1,BOXERTM Insecticide-Miticide,,,
Winter and summer annual weeds,1,Diuron 80 WDG,,,
Winter annual weeds,13,DREXEL DIURON 80; Alligare Diuron 80DF; Alligare Diuron 4L; Liberty Diuron 4SC; Diuron 80 WDG,,,
Winter grain mite,1,Kumulus DF,,,
Winter moth,12,AVAUNT® eVo insect control; A197.05; AVAUNT; DIMILIN® 2L; Diflumax 2L,,,
Wire Stem,2,Turfcide 4F,,,
Wire stem,1,ENDORSE Water Dispersible Granules,,,
Wiregrass,1,Omni Brand Metribuzin 75 WDG,,,
Wirestem,2,Natamycin L; Moncut Fungicide,,,
Wirestem (Rhizoctonia solani),1,Flutolanil 40SC Fungicide,,,
Wireworm,203,A110.05; A110.04; A110.08; Avalaire Bifen FC; Athena Insecticide,,,
Wireworm (Adult),3,A110.05; VCP-03 1.75 SC Insecticide; Bifen 2EC Select Insecticide,,,
Wireworm (Adults),17,Bifenthrin 2E; AX BIFEN LFR FC; Bifen 25% EC; A110.03; BIFEN 2EC AG INSECTICIDE/MITICIDE,,,
Wireworm (adults),36,ACETO BIFENTHRIN 2 EC; A198.01; AgSaverTM Bifenthrin 2EC; A198.03; 2016BIFENTHRIN,,,
Wireworm (seed piece only),1,Minecto Duo Insecticide,,,
Wireworm (seed-piece protection only),1,SHARDA CLOTHIANIDIN 48% FS,,,
Wireworm Adults,3,Fanfare 2EC; Fanfare 2 SC Insecticide/Miticide; Omni Brand Bifenthrin 2EC,,,
Wireworm Grubs,1,TEPERA Plus HD fungicide + insecticide,,,
Wireworm spp.,3,Sharda Imidacloprid 11.3% + Bifenthrin 11.3% SC; Brigadier HPG Insecticide; Brigadier Insecticide,,,
Wireworms,292,Advise 2FL; A171.06™; A110.03; 2016BIFENTHRIN; A110.05,,,
Wireworms (Seed-Piece Protection Only),1,Sharda Clothianidin 23% SC (CRASH SC),,,
Wireworms (Suppression),4,Sharda Clothianidin 23% SC (CRASH SC),,,
Wireworms (seed-piece protection),1,V-10170 2.13 SC Insecticide,,,
Wireworms (suppression only),1,THIMET® 20-G,,,
Wireworms (suppression),4,V-10170 2.13 SC Insecticide,,,
