Simplified_Target,Target_Type,Total_Count,Original_Targets
Root and Crown Anthracnose,Insect,1,Root and Crown Anthracnose
Root and crown diseases,Disease,1,Root and crown diseases
Spittlebug spp.,Insect,1,Spittlebug spp.
Boll weevil,Insect,1,Boll weevil
Spittle-bugs,Insect,1,Spittle-bugs
Root grub complex,Insect,1,Root grub complex
Roaches,Other,1,Roaches
Sprouting enhancement,Other,1,Sprouting enhancement
Ripening of mature green tomatoes,Other,1,Ripening of mature green tomatoes
Ripening and fruit loosening,Other,1,Ripening and fruit loosening
Squash vine borer spp.,Insect,1,Squash vine borer spp.
Riant Bug species,Insect,1,Riant Bug species
BlueGreen Citrus Root Weevil,Insect,1,BlueGreen Citrus Root Weevil
Rice Flatsedge,Weed,1,Rice Flatsedge
Rice Grasshopper,Insect,1,Rice Grasshopper
Rice Weevil,Insect,1,Rice Weevil
Blueberry Flea Midge,Insect,1,Blueberry Flea Midge
Rice weevil,Insect,1,Rice weevil
Rice weevils,Insect,1,Rice weevils
Rind Blotch,Other,1,Rind Blotch
Rind ageing,Other,1,Rind ageing
Rind aging delay after color break,Other,1,Rind aging delay after color break
Rind disorders,Other,1,Rind disorders
Burcucumber,Other,1,Burcucumber
Bunchberry,Other,1,Bunchberry
Rindworms (lepidopteran),Insect,1,Rindworms (lepidopteran)
Bump spray,Other,1,Bump spray
Spurred,Other,1,Spurred
Blueberry tip borer,Insect,1,Blueberry tip borer
Spittle Bugs,Insect,1,Spittle Bugs
Root grubs,Insect,1,Root grubs
Root incursion,Other,1,Root incursion
Southwestern Orangetip,Other,1,Southwestern Orangetip
Roundheaded appletree borer,Insect,1,Roundheaded appletree borer
Royal palm bug,Insect,1,Royal palm bug
Southern),Other,1,Southern)
Royal palm bugs,Insect,1,Royal palm bugs
Southern fire ants,Insect,1,Southern fire ants
Rumex acetosella,Other,1,Rumex acetosella
Botryosphaeria dieback,Other,1,Botryosphaeria dieback
Southern blue-green citrus root weevil,Insect,1,Southern blue-green citrus root weevil
Rushes (Juncus spp.),Weed,1,Rushes (Juncus spp.)
Russet reduction,Other,1,Russet reduction
Brown leaf notcher (Epicaerus mexicanus),Other,1,Brown leaf notcher (Epicaerus mexicanus)
Brown leaf notcher (Epicacrus mexicanus),Other,1,Brown leaf notcher (Epicacrus mexicanus)
Southern Yellowstriped),Other,1,Southern Yellowstriped)
Southern Yellow Striped),Other,1,Southern Yellow Striped)
Southern Webworm,Insect,1,Southern Webworm
Southern Rocky Mountain Orangetip,Other,1,Southern Rocky Mountain Orangetip
San Jose & Italian pear scale,Insect,1,San Jose & Italian pear scale
Southern Dogface,Other,1,Southern Dogface
Brown Spanworm,Insect,1,Brown Spanworm
Brown marmorated stink bugs (BMSB),Insect,1,Brown marmorated stink bugs (BMSB)
Sow,Other,1,Sow
Root suckers,Other,1,Root suckers
Botryosphaeria,Other,1,Botryosphaeria
Root weevil larvae (Diaprepes),Insect,1,Root weevil larvae (Diaprepes)
Spike rush,Weed,1,Spike rush
Spiders (excluding brown recluse spiders),Insect,1,Spiders (excluding brown recluse spiders)
Spiders (excluding black widow,Insect,1,Spiders (excluding black widow
Boll worm,Insect,1,Boll worm
Speckled Green Fruitworm,Insect,1,Speckled Green Fruitworm
Species of caneberry pests,Other,1,Species of caneberry pests
Sparworms,Insect,1,Sparworms
Root-weevil complex (larvae and adults),Insect,1,Root-weevil complex (larvae and adults)
Borer,Insect,1,Borer
Sparganothis fruit worm,Insect,1,Sparganothis fruit worm
Borer (Lesser peachtree),Insect,1,Borer (Lesser peachtree)
Borer (Peach twig),Insect,1,Borer (Peach twig)
Spanworm spp.,Insect,1,Spanworm spp.
Borers (Peach twig),Insect,1,Borers (Peach twig)
Rootworms (Adults),Insect,1,Rootworms (Adults)
Borers (lesser peachtree),Insect,1,Borers (lesser peachtree)
Soybean Looper,Other,1,Soybean Looper
Rose chafers,Other,1,Rose chafers
Threecornered alfalfa hopper,Insect,1,Threecornered alfalfa hopper
Black mold (A. alternata),Disease,1,Black mold (A. alternata)
Tip Worms,Insect,1,Tip Worms
Cladosporium carpophilum,Other,1,Cladosporium carpophilum
White grubs (Adults),Insect,1,White grubs (Adults)
Odours,Other,1,Odours
Oidiopsis,Other,1,Oidiopsis
White grub species,Insect,1,White grub species
Oldfield mice,Other,1,Oldfield mice
Olympia Marble,Other,1,Olympia Marble
Omnivorous Leaf Rollers,Insect,1,Omnivorous Leaf Rollers
White clover,Weed,1,White clover
Omnivorous Looper,Other,1,Omnivorous Looper
Bacterial Speck (Pseudomonas),Disease,1,Bacterial Speck (Pseudomonas)
Atlantic,Insect,1,Atlantic
Omnivorous leaftiers,Other,1,Omnivorous leaftiers
White Grub spp.,Insect,1,White Grub spp.
Onion maggot,Insect,1,Onion maggot
Onion maggots,Insect,1,Onion maggots
Orange Sulphur,Other,1,Orange Sulphur
Citrus weevil,Insect,1,Citrus weevil
Orange worm,Insect,1,Orange worm
Orange-barred Sulphur,Other,1,Orange-barred Sulphur
White Angled-Sulphur,Other,1,White Angled-Sulphur
Odor-causing bacteria,Disease,1,Odor-causing bacteria
Odor,Other,1,Odor
Bacterial Canker (Shot-Hole),Disease,1,Bacterial Canker (Shot-Hole)
Obliquebanded Leaf Roller,Insect,1,Obliquebanded Leaf Roller
Non-public health organisms that cause spoilage and decay,Other,1,Non-public health organisms that cause spoilage and decay
Non-sprouting,Other,1,Non-sprouting
Northeastern anthracnose,Insect,1,Northeastern anthracnose
Wild Radish,Other,1,Wild Radish
Northern,Other,1,Northern
Wild Poinsettia,Other,1,Wild Poinsettia
Northern Saint Johnswort,Other,1,Northern Saint Johnswort
Northwestern anthracnose,Insect,1,Northwestern anthracnose
Clouded Sulphur,Other,1,Clouded Sulphur
Wild Cherry Sphinx,Other,1,Wild Cherry Sphinx
Bacterial Blast (bloom/growing season),Disease,1,Bacterial Blast (bloom/growing season)
Wild Beans,Other,1,Wild Beans
Oak Worms,Insect,1,Oak Worms
Oak worms,Insect,1,Oak worms
Oakworms,Insect,1,Oakworms
Whiteflies (adult),Other,1,Whiteflies (adult)
Clearwing Borers,Insect,1,Clearwing Borers
Oblique banded leaf roller,Insect,1,Oblique banded leaf roller
Oblique-Banded Leaf Roller,Insect,1,Oblique-Banded Leaf Roller
Whisker mold,Disease,1,Whisker mold
Oriental tortrix,Other,1,Oriental tortrix
Western),Other,1,Western)
Other soft-shelled scales,Insect,1,Other soft-shelled scales
Weevil species (adult),Insect,1,Weevil species (adult)
Overwintering insects and eggs,Other,1,Overwintering insects and eggs
Oxalis (Bermuda buttercup),Other,1,Oxalis (Bermuda buttercup)
PLRV,Other,1,PLRV
Pacific Orange Tip,Other,1,Pacific Orange Tip
Weeping berries,Other,1,Weeping berries
Bacterial pathogens,Disease,1,Bacterial pathogens
Citrus root weevil,Insect,1,Citrus root weevil
Bacterial spot (Xanthomonas vesicatoria),Insect,1,Bacterial spot (Xanthomonas vesicatoria)
Wax scale,Insect,1,Wax scale
Pandemis),Other,1,Pandemis)
Citrus psylla,Other,1,Citrus psylla
Panicum spp. (suppression),Other,1,Panicum spp. (suppression)
Panicum ssp.,Other,1,Panicum ssp.
Panicums,Other,1,Panicums
Parsnip webworm,Insect,1,Parsnip webworm
Citrus leaf miner,Insect,1,Citrus leaf miner
Citrus canker (suppression),Disease,1,Citrus canker (suppression)
Citrus canker (suppression only),Disease,1,Citrus canker (suppression only)
Overwintering Insect Eggs,Other,1,Overwintering Insect Eggs
Weevil spp. (Adult),Insect,1,Weevil spp. (Adult)
Other Lepidopteran insects,Other,1,Other Lepidopteran insects
Bacterial decay,Disease,1,Bacterial decay
Western raspberry fruit worm (adult),Insect,1,Western raspberry fruit worm (adult)
Western plant bugs,Insect,1,Western plant bugs
Western grapeteaf skeletonizers,Other,1,Western grapeteaf skeletonizers
Other Overwintering pests,Other,1,Other Overwintering pests
Bacterial Wilt (Ralstonia),Disease,1,Bacterial Wilt (Ralstonia)
Other citrus pests,Other,1,Other citrus pests
Other foliage feeding Lepidoptera,Other,1,Other foliage feeding Lepidoptera
Other foliage-feeding Lepidopteran insects,Other,1,Other foliage-feeding Lepidopteran insects
Western White,Other,1,Western White
Western Spruce Budworms,Insect,1,Western Spruce Budworms
Citrus root weevil adults,Insect,1,Citrus root weevil adults
Other insects (e.g.,Other,1,Other insects (e.g.
Other listed nuisance pests,Other,1,Other listed nuisance pests
Western Plant Bug,Insect,1,Western Plant Bug
Western Grapeleaf Skelotinizer,Other,1,Western Grapeleaf Skelotinizer
Citrus root weevil (larval complex),Insect,1,Citrus root weevil (larval complex)
Western Boxelder Bug,Insect,1,Western Boxelder Bug
West Virginia White,Other,1,West Virginia White
Weevils spp.,Insect,1,Weevils spp.
Shot Hole (suppression),Other,1,Shot Hole (suppression)
Wild proso millet,Other,1,Wild proso millet
Tip worms,Insect,1,Tip worms
Mormon Crickets,Other,1,Mormon Crickets
Yield improvement,Other,1,Yield improvement
Yellowstriped Cabbage Maggot,Insect,1,Yellowstriped Cabbage Maggot
Mold and Mildew,Disease,1,Mold and Mildew
Mole cricket,Vertebrate,1,Mole cricket
Colletotrichum (spot and fruit anthracnose,Insect,1,Colletotrichum (spot and fruit anthracnose
Monilinia species,Other,1,Monilinia species
Yellow striped Cabbage Maggot,Insect,1,Yellow striped Cabbage Maggot
Colletotrichum (black dot disease),Disease,1,Colletotrichum (black dot disease)
Monilochaetes infuscans,Other,1,Monilochaetes infuscans
Morning glory,Weed,1,Morning glory
Aster yellows,Other,1,Aster yellows
Yellow loosestrife (Lysimachia terrestris),Other,1,Yellow loosestrife (Lysimachia terrestris)
Morningglory Palmleaf,Weed,1,Morningglory Palmleaf
Morningglory entireleaf,Weed,1,Morningglory entireleaf
Morningglory spp.,Weed,1,Morningglory spp.
Ascochyta,Other,1,Ascochyta
Asian,Other,1,Asian
Colaspis (Adult),Other,1,Colaspis (Adult)
Yellow Loosestrife (Lysimachia terrestris),Other,1,Yellow Loosestrife (Lysimachia terrestris)
Coffee senna,Other,1,Coffee senna
Yield increase,Other,1,Yield increase
Young squash bug,Insect,1,Young squash bug
Color development (table grapes),Other,1,Color development (table grapes)
Yuma),Other,1,Yuma)
Colorado potato flea,Other,1,Colorado potato flea
annual (suppression only),Other,1,annual (suppression only)
Mesocriconema species,Other,1,Mesocriconema species
Mexican Yellow,Other,1,Mexican Yellow
Microsphaera spp.,Other,1,Microsphaera spp.
and hobo),Other,1,and hobo)
and firmness,Other,1,and firmness
and firmer sweet cherries,Other,1,and firmer sweet cherries
Colorado Potato),Other,1,Colorado Potato)
Midges (plant pests),Insect,1,Midges (plant pests)
and Pharaoh),Other,1,and Pharaoh)
and Pharaoh ants),Insect,1,and Pharaoh ants)
Mildews,Disease,1,Mildews
Color enhancement and yield improvement,Other,1,Color enhancement and yield improvement
alternaria,Other,1,alternaria
Mimosa Yellow,Other,1,Mimosa Yellow
Mirid Bug,Insect,1,Mirid Bug
Zinc and Copper Deficiencies,Other,1,Zinc and Copper Deficiencies
Zinc Deficiency,Other,1,Zinc Deficiency
Asian Citrus Psyllid (suppression),Other,1,Asian Citrus Psyllid (suppression)
Yeast,Other,1,Yeast
Coffee berry borer,Insect,1,Coffee berry borer
Cluster elongation and looser cluster forms,Other,1,Cluster elongation and looser cluster forms
Wireworms (suppression only),Insect,1,Wireworms (suppression only)
Wireworms (seed-piece protection),Insect,1,Wireworms (seed-piece protection)
Wireworms (Seed-Piece Protection Only),Insect,1,Wireworms (Seed-Piece Protection Only)
Necrosis,Disease,1,Necrosis
Wireworm Grubs,Insect,1,Wireworm Grubs
Wireworm (seed-piece protection only),Insect,1,Wireworm (seed-piece protection only)
Wireworm (seed piece only),Insect,1,Wireworm (seed piece only)
Aspergillus,Other,1,Aspergillus
Neofabracea (northwestern anthracnose),Insect,1,Neofabracea (northwestern anthracnose)
Aspergillus versicolor,Other,1,Aspergillus versicolor
Wirestem (Rhizoctonia solani),Other,1,Wirestem (Rhizoctonia solani)
Neofabraea spp.,Other,1,Neofabraea spp.
Wire stem,Other,1,Wire stem
Neofahraea (northeastern anthracnose),Insect,1,Neofahraea (northeastern anthracnose)
Winter,Other,1,Winter
Clover weevils,Insect,1,Clover weevils
Nightshade Eastern black,Other,1,Nightshade Eastern black
Cloudless Sulphur,Other,1,Cloudless Sulphur
Non-public health Pseudomonas,Other,1,Non-public health Pseudomonas
Cluster elongation (Stretch),Other,1,Cluster elongation (Stretch)
Navel Orange Worms,Insect,1,Navel Orange Worms
Mullein bug (Campylomma species),Insect,1,Mullein bug (Campylomma species)
Narrow-Leaved Goldenrod,Other,1,Narrow-Leaved Goldenrod
Mullein leaf bug,Insect,1,Mullein leaf bug
Coffee Green Scale,Insect,1,Coffee Green Scale
Xanthomonas campestris (axonopodis) pathovars citrumelo (citrus canker surrogate),Insect,1,Xanthomonas campestris (axonopodis) pathovars citrumelo (citrus canker surrogate)
Xanthomonas campestris (axonopodis) pathovars citrumelo,Insect,1,Xanthomonas campestris (axonopodis) pathovars citrumelo
Mummy Berry Disease,Disease,1,Mummy Berry Disease
Mummy berry Disease,Disease,1,Mummy berry Disease
Asian citrus Psyllid,Other,1,Asian citrus Psyllid
Xanthomonas Blight,Insect,1,Xanthomonas Blight
Muscadine (Wild Grape),Other,1,Muscadine (Wild Grape)
Mustard (Jim Hill),Other,1,Mustard (Jim Hill)
Mustard (tumble),Other,1,Mustard (tumble)
Woolly whiteflies,Other,1,Woolly whiteflies
Mustard White,Other,1,Mustard White
Woody plants and brush,Insect,1,Woody plants and brush
Mycosphaerella citri,Other,1,Mycosphaerella citri
Mycosphaerella fragariae,Other,1,Mycosphaerella fragariae
Asian citrus psyllids,Other,1,Asian citrus psyllids
NY only),Other,1,NY only)
Woodsorrel yellow,Other,1,Woodsorrel yellow
Citrus Root weevil,Insect,1,Citrus Root weevil
Pea Weevil (Adult),Insect,1,Pea Weevil (Adult)
Citrus Root Weevil Adults,Insect,1,Citrus Root Weevil Adults
Phytophthora syringae (Pruning-wound canker),Disease,1,Phytophthora syringae (Pruning-wound canker)
Trunk cankers (Phytophthora spp.),Disease,1,Trunk cankers (Phytophthora spp.)
Physiological skin russetting,Other,1,Physiological skin russetting
Phytonemus pallidus,Other,1,Phytonemus pallidus
Phytophthora Foot,Other,1,Phytophthora Foot
Phytophthora capsica,Other,1,Phytophthora capsica
Phytophthora crown,Other,1,Phytophthora crown
Tropic,Other,1,Tropic
Tribulus terrestris,Other,1,Tribulus terrestris
Tree squirrels,Vertebrate,1,Tree squirrels
Pickelworm,Insect,1,Pickelworm
Citrus Red Spider,Insect,1,Citrus Red Spider
Tree Squirrels,Vertebrate,1,Tree Squirrels
Pickle worms,Insect,1,Pickle worms
Black Dot Disease,Disease,1,Black Dot Disease
Pierce's Disease,Disease,1,Pierce's Disease
Trash Bugs (earwigs,Insect,1,Trash Bugs (earwigs
Trash Bugs (Earwigs,Insect,1,Trash Bugs (Earwigs
Catfacing Insects,Other,1,Catfacing Insects
Cat-facing insects (tarnished plant bug; stinkbug),Insect,1,Cat-facing insects (tarnished plant bug; stinkbug)
Pine Cone Seed Bugs,Insect,1,Pine Cone Seed Bugs
Physiological russeting,Other,1,Physiological russeting
Phylloxera species,Other,1,Phylloxera species
Bitter pit,Other,1,Bitter pit
Tuberworms,Insect,1,Tuberworms
Twospotted Spider),Insect,1,Twospotted Spider)
Twospotted Spider and Carmine),Insect,1,Twospotted Spider and Carmine)
Phaeoacremonium aleophilum infections,Disease,1,Phaeoacremonium aleophilum infections
Phaeomoniella chlamydospora infections,Disease,1,Phaeomoniella chlamydospora infections
Billbugs - adult,Insect,1,Billbugs - adult
Two-Striped Grasshopper,Insect,1,Two-Striped Grasshopper
Chaff Scale,Insect,1,Chaff Scale
Phoma (blackleg,Other,1,Phoma (blackleg
Phoma (phoma canker),Disease,1,Phoma (phoma canker)
Twig borer,Insect,1,Twig borer
Phoma canker,Disease,1,Phoma canker
Certain soil-borne diseases,Disease,1,Certain soil-borne diseases
Phomopsis canker,Disease,1,Phomopsis canker
Phomopsis dieback,Other,1,Phomopsis dieback
Certain other Scale Insects,Insect,1,Certain other Scale Insects
Phompsis Twig,Other,1,Phompsis Twig
Certain Seed and Root Maggots,Insect,1,Certain Seed and Root Maggots
Phyllactinia,Other,1,Phyllactinia
Cercospora capsici,Other,1,Cercospora capsici
Pine Coneworms,Insect,1,Pine Coneworms
Pine Needle Scale,Insect,1,Pine Needle Scale
Pine White,Other,1,Pine White
Black Vine Weevil Adult,Insect,1,Black Vine Weevil Adult
Plant bug species including Lygus species,Insect,1,Plant bug species including Lygus species
Plant bug species including lygus species,Insect,1,Plant bug species including lygus species
Carolina Grasshopper,Insect,1,Carolina Grasshopper
Plant growth,Insect,1,Plant growth
Carmine),Other,1,Carmine)
Carmine and Twospotted Spider),Insect,1,Carmine and Twospotted Spider)
Tobcco hornworm,Insect,1,Tobcco hornworm
Tobacco mosaic virus (TMV),Disease,1,Tobacco mosaic virus (TMV)
Plant height and leaf size,Insect,1,Plant height and leaf size
Caribbean black scale,Insect,1,Caribbean black scale
Plant regulator,Insect,1,Plant regulator
Canopy shaping,Other,1,Canopy shaping
Cankerworms (Fall),Insect,1,Cankerworms (Fall)
Black dot (Colletotrichum coccodes) (Suppression only),Other,1,Black dot (Colletotrichum coccodes) (Suppression only)
Plum curculio (larvae),Insect,1,Plum curculio (larvae)
Black knot (Apiosporina morbosa),Other,1,Black knot (Apiosporina morbosa)
Black knot (cherry,Other,1,Black knot (cherry
Tipworms,Insect,1,Tipworms
Polygonum aviculare,Other,1,Polygonum aviculare
Plant bug (including Lygus bug),Insect,1,Plant bug (including Lygus bug)
Black Vine Weevil (Adults),Insect,1,Black Vine Weevil (Adults)
Tomato psyllids,Other,1,Tomato psyllids
Black Soft Scale,Insect,1,Black Soft Scale
Black Pox (Helminthosporium papulosum),Other,1,Black Pox (Helminthosporium papulosum)
Pineneedle scale,Insect,1,Pineneedle scale
Pinewood Nematodes,Other,1,Pinewood Nematodes
Pink-Edged Sulphur,Other,1,Pink-Edged Sulphur
