Original_Target,Suggested_Simplified_Target and Disease Common Name,Target_Type,Crop/Specification,Causal organism,Count,Examples,Notes,,,,Count:,2584
Shepherds purse,Shepherdspurse,Other,,,1,BCP258H_3 HERBICIDE,Review needed - unclear target type,,,,,
shepherds purse,Shepherdspurse,Other,,,16,Chemsico Herbicide Formula D,Review needed - unclear target type,,,,,
Shepherds-purse,Shepherdspurse,Other,,,3,IMAZETHAPYR 240 SL,Review needed - unclear target type,,,,,
Shepherdspurse,Shepherdspurse,Other,,,88,Avalaire Metribuzin 4 F; BIATHLON; BLASTWAVE 480 SC; A229.02; A342.02,Review needed - unclear target type,,,,,
shepherdspurse,Shepherdspurse,Other,,,13,Quali-Pro Dithiopyr L; KERB 3.3 SC; Dimension® 0.25G,Review needed - unclear target type,,,,,
Shoot Blast,Shoot Blast,Other,,,24,BLUE SHIELD DF; Biorend Cu; Badge SC; AmeriCop 40 DF; Badge X2,Review needed - unclear target type,,,,,
Shoot blast,Shoot Blast,Other,,,10,ET-F; ALONGLIFE™; Agri-Life; Funguran Progress; Cueva 2.4 Copper Soap,Review needed - unclear target type,,,,,
Shoot Blast (Pseudomonas),Shoot Blast,Other,,,2,Champ Formula 2 Flowable; ChampION++ Fungicide/Bactericide,Review needed - unclear target type,,,,,
Shoot Blight,Blight,Disease,,,1,AX TFM 4.5 FL,,,,,,
Shoot blight,Blight,Disease,,,5,Echo 500; Carb-O-Nator; Bonide Copper Spray or Dust; Vacres; Karbicure 85 SG,,,,,,
shoot blight),Blight,Disease,,,1,Carb-O-Nator,,,,,,
Shoot growth,Shoot growth,Other,,,2,Flurprimidol Solution,Review needed - unclear target type,,,,,
Shoot leaf blight,Blight,Disease,,,2,Karbicure 85 SG; Carb-O-Nator,,,,,,
shoot leaf blight),Blight,Disease,,,1,Carb-O-Nator,,,,,,
Shore Flies,Shore Flies,Other,,,4,DISTANCE® Insect Growth Regulator,Review needed - unclear target type,,,,,
Shore flies,Shore Flies,Other,,,1,Ampl er,Review needed - unclear target type,,,,,
Shore flies (Scatella spp.),Shore Flies,Other,,,5,A148.03,Review needed - unclear target type,,,,,
Shot Hole,Shot Hole,Other,,,443,A225.09; A19649 Crop; A20560 Crop Fungicide; A-Zox 50WDG; A21461 Crop,Review needed - unclear target type,,,,,
Shot hole,Shot Hole,Other,,,329,A20259 Crop; A225.05; A225.11; A20560 Crop Fungicide; A21461 Crop,Review needed - unclear target type,,,,,
Shot hole (Coryneum blight,Shot Hole,Disease,,,2,DCC Captan 4L,,,,,,
Shot hole (Coryneum blight),Shot Hole,Disease,,,2,Drexel Captan 4L Fungicide,,,,,,
shot hole (Stigmina spp.),Shot Hole,Other,,,1,Willowood Mancozeb 75 WDG,Review needed - unclear target type,,,,,
Shot Hole (suppression),Shot Hole,Other,,,1,Magister SC,Review needed - unclear target type,,,,,
Shot hole (Wilsonomyces carpophilus),Shot Hole,Other,,,8,Ensign 82.5%; HELMSTAR PLUS SC,Review needed - unclear target type,,,,,
Shot Hole Fungus,Shot Hole,Disease,,,10,OLD BRIDGE COPPER SULFATE; C-O-C-S Copodust; Copper Sulfate Crystals,,,,,,
Shot hole fungus,Shot Hole,Disease,,,4,Drexel Kopper Sulfate,,,,,,
Shot Hole Fungus (Coryneum Blight),Shot Hole,Disease,,,6,Quimag Quimicos Aguila Copper Sul,,,,,,
Shot-Hole,Shot Hole,Other,,,19,BASIC COPPER 53; Cuprofix Flex; Basic Copper 50 HB; Cuprofix Ultra 40 Disperss; GWN-10073-10120,Review needed - unclear target type,,,,,
Shot-hole,Shot Hole,Other,,,25,Phyton-108XO; Fontelis; DuPont™ Aproach®; Phyton-016-B; Microcop Fungicide,Review needed - unclear target type,,,,,
Shot‑Hole,Shot Hole,Other,,,7,Cuprofix Ultra 40 Disperss,Review needed - unclear target type,,,,,
Shothole,Shot Hole,Other,,,299,A225.05; A299.02; A295.01; A-Zox 50WDG; A225.08,Review needed - unclear target type,,,,,
shothole,Shot Hole,Other,,,3,A299.01; Captan 80 WDG; Dithane M45,Review needed - unclear target type,,,,,
Shothole (Coryneum blight,Shot Hole,Disease,,,8,DREXEL 80% KAPTAN; Drexel Kaptan 50W; DREXEL 80% CAPTAN; DREXEL CAPTAN 80 EDF,,,,,,
Shothole (Coryneum blight),Shot Hole,Disease,,,2,DREXEL CAPTAN 50W,,,,,,
Shothole (peach blight),Shot Hole,Disease,,,2,Captan 80 WDG,,,,,,
Shothole (Stigmina spp.),Shot Hole,Other,,,1,Avalaire Myclobutanil 40 WSP,Review needed - unclear target type,,,,,
shothole (Stigmina spp.),Shot Hole,Other,,,1,Ax Myclobutanil 40WSP,Review needed - unclear target type,,,,,
Shothole (Stigmina spp),Shot Hole,Other,,,1,Dithane DF Rainshield,Review needed - unclear target type,,,,,
Shothole Borer,Shot Hole,Insect,,,1,Danitol 2.4 EC Spray,,,,,,
Shothole),Shot Hole,Other,,,6,Captan 4L; Captan 80WDG; CAPTAN 80 WDG,Review needed - unclear target type,,,,,
shothole),Shot Hole,Other,,,12,ADA 76901; Captan 4L; MERJAN 50 WP; Captan 80WDG; Captan 50 Wettable Powder,Review needed - unclear target type,,,,,
Shuck & Kernel Rot,"Shuck Rot, Kernel Rot",Disease,,,1,Champ WG,,,,,,
Shuck & Kernel Rot (Phytophthora cactorum),"Shuck Rot, Kernel Rot",Disease,,Phytophthora cactorum,1,HIDRO CUP,,,,,,
Shuck and Kernel Rot,"Shuck Rot, Kernel Rot",Disease,,,6,LIQUI-COP; Lilly Miller KOP-R-SPRAY Concentrate; AmeriCop 40 DF; COPPER-COUNT-N; OLD BRIDGE BASIC COPPER SULFATE,,,,,,
Shuck and Kernel rot,"Shuck Rot, Kernel Rot",Disease,,,8,Blue Shield WP; Copper Hydroxide 20% DF; Cuprozin 35 WP; Blue Shield 40DF; COPPER HYDROXIDE 10% LIQUID,,,,,,
Shuck and kernel rot,"Shuck Rot, Kernel Rot",Disease,,,1,NORDOX 30/30 WG,,,,,,
Shuck and Kernel Rot (Phytophthora cactorum),"Shuck Rot, Kernel Rot",Disease,,Phytophthora cactorum,4,BLUE SHIELD DF; ChampION++ Fungicide/Bactericide; COPPER HYDROXIDE 30% DF; BCH-50,,,,,,
Shuck and Kernel rot (Phytophthora cactorum),"Shuck Rot, Kernel Rot",Disease,,Phytophthora cactorum,7,BASIC COPPER 53; CUPROQUIM NU-COP 40DF; Basic Copper 50 HB; 3 LB. COPPER FLOWABLE FUNGICIDE; COC WP,,,,,,
Shuck and kernel rot (Phytophthora cactorum),"Shuck Rot, Kernel Rot",Disease,,Phytophthora cactorum,1,Bonide Copper Spray or Dust,,,,,,
Shuck Rot,Shuck Rot,Disease,,,24,Biorend Cu; AG Copp 75; Champ Dry Prill; Badge SC; Badge X2,,,,,,
Shuck rot,Shuck Rot,Disease,,,7,KOP-5; ET-F; KOP-OXY 85; ALONGLIFE™; Agri-Life,,,,,,
Shuck Rot (Phytophthora cactorum),Shuck Rot,Disease,,Phytophthora cactorum,1,Cueva 2.4 Copper Soap,,,,,,
Shuck Rot (Phytophthora catorum),Shuck Rot,Disease,,Phytophthora cactorum,1,NEU1140F Copper Soap,,,,,,
Shuckworm,Shuckworms,Insect,,,1,Danitol 2.4 EC Spray,,,,,,
Shuckworms,Shuckworms,Insect,,,3,Green Light Lawn & Garden Spray with Spinosad,,,,,,
shuckworms,Shuckworms,Insect,,,17,GF-1640 WG-NC; GF-1587 SC-NC; Captain Jack's Deadbug Brew Flower & Vegetable Garden Dust; A1101.19; Conserve SC Turf and Ornamental,,,,,,
Sicklepod,Sicklepod,Other,,,42,Avalaire Metribuzin 4 F; A342.01; AVALAIRE METRIBUZIN 75 DF; A342.02; A335.05,Review needed - unclear target type,,,,,
Sida,Sida,Other,,,56,AX FOMESAFEN 2 SL; Avalaire Fomesafen 1.88 SL; BLASTWAVE 480 SC; A383.03; A335.05,Review needed - unclear target type,,,,,
Sida acuta,Sida acuta,Other,,,8,F6285 4F CAL Herbicide,Review needed - unclear target type,,,,,
Sida spinosa,Sida spinosa,Other,,,8,F6285 4F CAL Herbicide,Review needed - unclear target type,,,,,
Side Rot,Side Rot,Disease,,,1,"Steri-Seal ""0""",,,,,,
Sigatoka,Sigatoka,Other,,,1,Nordox 75 WG,Review needed - unclear target type,,,,,
Signalgrass,Signalgrass,Weed,,,47,Avalaire Metribuzin 4 F; A363.01; AVALAIRE METRIBUZIN 75 DF; A342.02; A335.05,,,,,,
Silver,Silverleaf,Other,,,3,Drexel Suffa,Review needed - unclear target type,,,,,
Silver Leaf,Silver Leaf,Other,,,5,LIBERTY ACETA-BIF; Liberty Acetamip 30 SG,Review needed - unclear target type,,,,,
Silver Leaf Whitefly,Whiteflies,Insect,Silver Leaf,,17,HM-1570 Insecticide; AX Acetamip 30 SG; Omni Brand Aceta 30 SG; AG35814 R334.2 70 WP Insecticide; AX ACETAMIP 70 WP,,,,,,
Silver leaf whitefly,Whiteflies,Insect,Silver Leaf,,1,SURROUND CF AGRICULTURAL CROP PROTECTANT,,,,,,
silver leaf whitefly,Whiteflies,Insect,Silver Leaf,,1,Surround WP Agricultural Crop Protectant,,,,,,
Silver Leaf),Whiteflies,Other,Silver Leaf,,1,Liberty Acetamip 30 SG,Review needed - unclear target type,,,,,
Silver Mite,Mites,Insect,Silver,,64,Cosavet DF; LIFESUL 80 DF; Defend DF; Micro Suit® Micronized Wettable Sulfur; Helena Wettable Sulphur,,,,,,
Silver mite,Mites,Insect,Silver,,16,Sulfur Dual Spraying 90 WP; THAT® Flowable Sulfur; Miller’s Garden Sulphur; Sulfur 6L; Kumulus DF,,,,,,
silver mite,Mites,Insect,Silver,,10,Microsperse Wettable Sulfur; Sulfur 90DF; Yellow Jacket Flowable Sulfur,,,,,,
Silver Mites,Mites,Insect,Silver,,11,Defend DF; Sulphur W.G.; LIME-SULFUR SOLUTION AGRICULTURAL FUNGICIDE; CUPROQUIM SUPER-SUL MICRONIZED WETTABLE SULFUR WDG,,,,,,
Silver mites,Mites,Insect,Silver,,7,Miller’s Garden Sulphur; Drexel Sulfa 80W,,,,,,
Silver Scurf,Silver Scurf,Other,,,37,Avalaire Azoxy 2 SC; Abound Flowable Fungicide; Azoxystrobin 250 g/L SC; Dyna-Shield Teemer; A225.13,Review needed - unclear target type,,,,,
Silver scurf,Silver Scurf,Other,,,25,AX AZOXY 229; Bio-Save® 10 LP Biological Fungicide; Aprovia Fungicide; Bio-Save® 11 LP; A254.01,Review needed - unclear target type,,,,,
silver scurf,Silver Scurf,Other,,,10,Terrastat 5.523-S; Jet-Ag® 15%; OXYSAN Acid Sanitizer; Willowood Mancozeb 75 WDG,Review needed - unclear target type,,,,,
Silver scurf (Helminthosporium solam),Silver Scurf,Other,,,1,Bio-Save® 11 NT Biological Fungicide,Review needed - unclear target type,,,,,
Silver Scurf (Helminthosporium solani),Silver Scurf,Other,,,4,Azoxystrobin 9.6% ST Fungicide; ST-Methyl 540 FS; STartUP T-MTYL Seed Treatment,Review needed - unclear target type,,,,,
Silver scurf (Helminthosporium solani),Silver Scurf,Other,,,2,Liberty Azoxy 9.6; NUP-08056 Seed Treatment Fungicide,Review needed - unclear target type,,,,,
silver scurf (Helminthosporium solani),Silver Scurf,Other,,,4,CruiserMaxx Potato Insecticide and Fungicide; Dyna-Shield Azoxystrobin Fungicide,Review needed - unclear target type,,,,,
Silver),Silver,Other,,,2,Drexel Suffa,Review needed - unclear target type,,,,,
Silverfish,Silverfish,Other,,,143,A.C. Southern Spray-Tox Insecticide; Bug-Juice Insecticide Coating; Aerosol NEU1161 RTU; BONIDE Pyrethrin Concentrate 60-6; A145.01,Review needed - unclear target type,,,,,
Silverleaf,Silverleaf,Other,,,18,A326.02; AX Mesotrione SC; Callisto Herbicide; Avalaire MESO 4 SC; ARGOS HERBICIDE,Review needed - unclear target type,,,,,
silverleaf,Silverleaf,Other,,,4,Lektor; Axill Solutions Mesotrione 4SC; BCP258H_3 HERBICIDE,Review needed - unclear target type,,,,,
Silverleaf (Potentilla pacifica),Silverleaf,Other,,,2,Tigris Meso 4 SC; Sharda Mesotrione 40SC,Review needed - unclear target type,,,,,
Silverleaf Whiefly,Whiteflies,Insect,Silver Leaf,,1,TNO RTU,,,,,,
Silverleaf whiteflies,Whiteflies,Other,Silver Leaf,,6,E2Y45-848 insect control; AzaGuard,Review needed - unclear target type,,,,,
Silverleaf whiteflies (nymphs),Whiteflies,Insect,Silver Leaf,,7,Shenzi SC Insecticide; Chlorantraniliprole 47.85SC Insecticide; Plaid 70WG Insect Control,,,,,,
Silverleaf Whitefly,Whiteflies,Insect,Silver Leaf,,151,Avalaire Pyriprox 0.86 EC; A118.02; A118.01; A118.04; AVALAIRE PYRIPROXYFEN 0.86 EC,,,,,,
Silverleaf whitefly,Whiteflies,Insect,Silver Leaf,,54,Dinotefuran 20SG; LX434 DINOTEFURAN 20SG; QRD 452 (Requiem EC); Closer SC; Dinotefuran 10SL,,,,,,
silverleaf whitefly,Whiteflies,Insect,Silver Leaf,,6,Transform WG,,,,,,
Silverspotted skipper,Silverspotted skipper,Disease,,,1,Brigadier HPG Insecticide,,,,,,
Sisybrium altissimum,Sisybrium altissimum,Other,,,8,F6285 4F CAL Herbicide,Review needed - unclear target type,,,,,
Six Spotted Mite,Mites,Insect,Sixspotted,,5,ACME Wettable Dusting Sulfur; MiteO Max II EC; MiteO Max II,,,,,,
Six-spotted,Mites,Disease,Sixspotted,,117,A105.01; Acramite-50WS; Bifenazate 50DF; LPI Bifenazate 50WDG; Avalaire Promite 6 EC,,,,,,
Six-Spotted Mite,Mites,Insect,Sixspotted,,7,MICROTHIOL DISPERSS; Sulfur Dust; Sulfur 80 WDG; LIFESUL 80 DF; Sharda Spirodiclofen 23.5% SC,,,,,,
Six-spotted mite,Mites,Insect,Sixspotted,,30,Comite; ACRAMITE-4SC; E117.01; A117.02; Miller’s Garden Sulphur,,,,,,
Six-spotted spider mite,Mites,Insect,Sixspotted,,2,GRANDEVO; QRD 452 (Requiem EC),,,,,,
Sixspotted,Mites,Disease,Sixspotted,,134,Avalaire Fenazate 50 WSB; Drexel Suffa; Bifenazate 4SC; AX BIFENAZATE 50 WSB; A105.04,,,,,,
Sixspotted Mite,Mites,Insect,Sixspotted,,2,Hexy 50 WDG,,,,,,
Sixspotted mite,Mites,Insect,Sixspotted,,73,A105.02; LPI Bifenazate 50 WSB; ENVIDOR 2 SC MITICIDE,,,,,,
size increase,Sizing,Other,,,1,GibGro® 4LS,Review needed - unclear target type,,,,,
Sizing,Sizing,Other,,,3,GibGro® 4LS; FALGRO® Tablet; FAL 436,Review needed - unclear target type,,,,,
sizing,Sizing,Other,,,2,MaxCel,Review needed - unclear target type,,,,,
Sizing (larger berries),Sizing,Other,,,1,Falgro 4L,Review needed - unclear target type,,,,,
Skippers,Skippers,Other,,,83,Envi EC-X Emulsifiable Concentrate Insecticide; Aerosol NEU1161 RTU; LN 1% PY; Dairy & Livestock Spray Concentrate; BONIDE Pyrethrin Concentrate 60-6,Review needed - unclear target type,,,,,
Sleepy Orange,Sleepy Orange,Other,,,1,Tempo Concentrate Insecticide,Review needed - unclear target type,,,,,
slime build-up,Slime,Other,,,6,SDCH 59.5,Review needed - unclear target type,,,,,
Slime Molds,Slime Molds,Disease,,,3,TERRASTAT 22-S; Perasan OG; TERRASTAT 1522-S,,,,,,
Slowing of plant growth,Slowing of plant growth,Insect,,,5,ConTego SL Plant Growth Regulator Soluble Liquid,,,,,,
Slug,Slugs,Other,,,13,Corry's Slug & Snail Pellets (MP); OR-CAL BIO-SUL SLUG AND SNAIL BAIT,Review needed - unclear target type,,,,,
Slugs,Slugs,Other,,,231,"Corry's Slug & Snail Death; Corry’s Slug, Snail & Insect Killer; Corry's Liquid Slug & Snail Control; Corry’s Slug & Snail Death; BUG-N-SLUGGO® INSECT, SLUG AND SNAIL BAIT",Review needed - unclear target type,,,,,
slugs,Slugs,Other,,,62,Sluggo Maxx brand; Metarex 4% Snail & Slug Bait; Sphynx; IronWorxx™ 3 Slug and Snail Bait; Safer Slug and Snail Killer,Review needed - unclear target type,,,,,
Slugs and snails,"Slugs, Snails",Other,,,36,Deadline Ornamental; OR-CAL SLUG-FEST 4.0; Slugger 360,Review needed - unclear target type,,,,,
Small annual weeds,Annual Weeds,Weed,,,1,Prism Diuron 4L,,,,,,
Small armyworms,Armyworms,Insect,,,2,LEAP ES,,,,,,
Small emerged weeds,Weeds,Weed,,,1,DREXEL DIURON 80,,,,,,
small flower,Smallflower,Other,,,1,BCP258H_3 HERBICIDE,Review needed - unclear target type,,,,,
Small Flying Moths,Moths,Insect,,,4,Entech Fog-10 Space Spray; PYRENONE 3-15 Space Spray,,,,,,
small weeds,Weeds,Weed,,,4,Diuron 80 DF,,,,,,
Small-seeded broadleaf weeds,Broadleaf,Weed,,,17,LIBERTY S-MOC D; AX S-MET Herbicide; LPI.A023,,,,,,
Smallflower,Smallflower,Other,,,4,Reflex® Herbicide; IMAZETHAPYR 240 SL,Review needed - unclear target type,,,,,
smallflower,Smallflower,Other,,,23,F7127 SE HERBICIDE; DREXEL FOMA 2.0 HERBICIDE; DREXEL FOMA 1.88 HERBICIDE; Avalaire Fomesafen 1.88 SL; A383.03,Review needed - unclear target type,,,,,
Smallflower Morningglory,Smallflower,Weed,,,1,WILLOWOOD FOMESAFEN 1.88 SL,,,,,,
Smartweed,Smartweed,Weed,,,138,"2,4-D Granules; A342.01; A229.02; A339.01; A335.05",,,,,,
smartweed,Smartweed,Weed,,,3,GF-1966; GoalTender; GF-2551,,,,,,
Smartweed (Ladysthumb),Smartweed,Weed,,,1,AX Clomazone 31.3,,,,,,
Smartweed (Pennsylvania),Smartweed,Weed,,,2,AX Clomazone 31.3; Galigan 2E,,,,,,
Smellmelon,Smellmelon,Other,,,10,F7127 SE HERBICIDE,Review needed - unclear target type,,,,,
Smoke grass,Smoke grass,Weed,,,1,Evital 5G,,,,,,
Smooth,Smooth,Other,,,22,DREXEL Me-Try-Buzin 4L; Metribuzin 27% + Sulfentrazone 18% WG; Avalaire Metribuzin 4 F; Bar 750 DF; IMAZETHAPYR 240 SL,Review needed - unclear target type,,,,,
smooth,Smooth,Other,,,94,A363.01; A308.10; A308.04; A342.01; A342.02,Review needed - unclear target type,,,,,
Smooth Crabgrass,Crabgrass,Weed,Smooth,,10,METRIBUZIN 4L; Clomate 3ME; TIGRIS MTZ 4 F; Willowood Clomazone 3ME,,,,,,
Smooth crabgrass,Crabgrass,Weed,Smooth,,8,Sharda Metribuzin 75% DF; Glory; FreeHand 1.75G Herbicide,,,,,,
Smooth Pigweed,Pigweed,Weed,Smooth,,26,A319.06; METRIBUZIN 4L; Nufarm Metribuzin 4SC Herbicide; TIGRIS MTZ 4 F; PRUVIN® Herbicide,,,,,,
Smooth pigweed,Pigweed,Weed,Smooth,,53,LPI Rimsulfuron; FreeHand 1.75G Herbicide; Metribuzin 4L; Glory; Avalaire Rimsulfuron 25 SG,,,,,,
Smooth),Smooth,Other,,,11,AX Clomazone 31.3; Prodiamine Pro F 0.20% Herbicide,Review needed - unclear target type,,,,,
Smut,Smut,Other,,,4,ARMOUR-Zen 15%; TERRASTAT 22-S; Perasan OG; TERRASTAT 1522-S,Review needed - unclear target type,,,,,
smut grass,smut grass,Weed,,,16,Chemsico Herbicide Formula D,,,,,,
smutgrass,smut grass,Weed,,,12,Quali-Pro Dithiopyr L; Dimension® 0.25G,,,,,,
Snail,Snails,Other,,,13,Corry's Slug & Snail Pellets (MP); OR-CAL BIO-SUL SLUG AND SNAIL BAIT,Review needed - unclear target type,,,,,
Snails,Snails,Other,,,231,"Corry's Slug & Snail Death; Corry’s Slug, Snail & Insect Killer; Corry's Liquid Slug & Snail Control; Corry’s Slug & Snail Death; BUG-N-SLUGGO® INSECT, SLUG AND SNAIL BAIT",Review needed - unclear target type,,,,,
snails,Snails,Other,,,61,Sluggo Maxx brand; Metarex 4% Snail & Slug Bait; US-LON-H; IronWorxx™ 3 Slug and Snail Bait; Safer Slug and Snail Killer,Review needed - unclear target type,,,,,
Snow,Snow,Other,,,2,Damoil Supreme,Review needed - unclear target type,,,,,
Snow mold,Snow mold,Disease,,,1,Trilogy XL-PY,,,,,,
snow mold,Snow mold,Disease,,,1,Trilogy XL-O Fungicide/Miticide/Insecticide,,,,,,
Snow Scale,Scales,Insect,Snow,,15,Avalaire Pyriprox 0.86 EC; AX PYRIPROXYFEN 0.86 EC; A118.01; A118.04; AVALAIRE PYRIPROXYFEN 0.86 EC,,,,,,
Snowy tree cricket,Crickets,Other,Snowy tree,,20,MGK 74731; MGK® 74721; SEVIN 80 Solupak; Sevin XLR PLUS Carbaryl Insecticide; Carbaryl 4L,Review needed - unclear target type,,,,,
Snowy tree crickets,Crickets,Other,Snowy tree,,1,Drexel Carbaryl 4L,Review needed - unclear target type,,,,,
Sod Webworms,Webworms,Insect,Sod,,1,Turf Pride® Fertilizer with 0.069% Bifenthrin Insecticide,,,,,,
Sod webworms,Webworms,Insect,Sod,,22,NEU1701I,,,,,,
sod),Sod,Other,,,21,Real-Kill Rose & Garden Insect Spray II,Review needed - unclear target type,,,,,
Soft,Soft,Other,,,2,Brandt STS Horticultural Oil,Review needed - unclear target type,,,,,
Soft Brown Scale,Scales,Insect,Soft Brown,,17,MITE-E-OIL; OMNI OIL 6; Britz 415 Supreme Spray Oil; Britz Supreme Spray Oil; SOL-OIL 97,,,,,,
Soft brown scale,Scales,Insect,Soft Brown,,7,Malathion 5 EC; Cheminova Malathion 57% Low VOC; Malathion 8; FYFANON MALATHION INSECTICIDE; Malathion 8 Aquamul,,,,,,
soft brown scale,Scales,Insect,Soft Brown,,2,Fyfanon 57% EC; Malathion 50% EC,,,,,,
Soft brown scales,Scales,Insect,Soft Brown,,15,Damoil Supreme; Soydorm Oil; Drexel Malathion 5EC; Prentox 5 Lb. Malathion Spray; Damoil Dormant & Summer Spray Oil,,,,,,
Soft Rot,Soft Rot,Disease,,,52,AS-50 Agricultural Streptomycin; Ag Streptomycin; AGRI-SEED™ 50 WP; Agri-Mycin® 17; Companion® Maxx Liquid Biological Fungicide,,,,,,
Soft rot,Soft Rot,Disease,,,3,HTH® Dry Chlorinator Granular for Swimming Pools; NSTKI-014,,,,,,
soft rot causing organisms,Soft Rot,Disease,,,1,HTH Duration Tablets,,,,,,
Soft rot-causing organisms,Soft Rot,Disease,,,1,PACE Super Chlorinator & Shock Treatment,,,,,,
soft scald,soft scald,Other,,,2,SmartFresh Technology,Review needed - unclear target type,,,,,
Soft Scale,Scales,Insect,Soft,,19,LADA 2F INSECTICIDE; Malathion 8-E Insecticide; ClearGuard™ Horticultural Spray Oil; Liberty 440 Supreme Spray Oil; Malathion 5,,,,,,
Soft scale,Scales,Insect,Soft,,13,LADA 1.0G Nursery Insecticide; Golden Pest Spray Oil; Cheminova Malathion 57% Low VOC; Malathion 8; FYFANON MALATHION INSECTICIDE,,,,,,
soft scale,Scales,Insect,Soft,,2,Fyfanon 57% EC; Malathion 50% EC,,,,,,
Soft scale insects,Scales,Insect,Soft,,3,TOLFENPYRAD 15EC CA Insecticide; TOLFENPYRAD 15SC Insecticide; Tolfenpyrad 15SC CA Insecticide,,,,,,
Soft Scales,Scales,Insect,Soft,,12,DORMANT & SUMMER SPRAY OIL; Platinum® Insecticide; PureSpray Spray Oil 10E; Platinum 75 SG Insecticide; Merit 1.1% Insecticide,,,,,,
Soft scales,Scales,Insect,Soft,,11,IMA-jet 10%; Agri-Flex Miticide/Insecticide; BioCover SS; A24902A Conc; Mantra 60 WSP,,,,,,
Soft scales (including lobate lac scales),Scales,Insect,Soft,,3,Mallet 2.5 G Insecticide,,,,,,
Soft Shelled Scale,Scales,Insect,Soft,,1,PN All Season Spray Oil,,,,,,
Soft Shelled Scales,Scales,Insect,Soft,,1,Britz 415 Supreme Spray Oil,,,,,,
Soft-bodied insects,Soft-bodied insects,Other,,,22,GH MPMT,Review needed - unclear target type,,,,,
Soft-shelled Scale,Scales,Insect,Soft,,1,SUPER 94 SPRAY OIL,,,,,,
Soft-shelled Scales,Scales,Insect,Soft,,1,MITE-E-OIL,,,,,,
Soft-shelled scales,Scales,Insect,Soft,,1,Soydorm Oil,,,,,,
Soil borne diseases,Soil borne pathogens,Disease,,,4,TELONE II,,,,,,
Soil Borne Fungi,Soil borne pathogens,Other,,,12,IRF 135,Review needed - unclear target type,,,,,
Soil borne fungi,Soil borne pathogens,Other,,,18,IRF166,Review needed - unclear target type,,,,,
Soil borne pathogens,Soil borne pathogens,Disease,,,2,Basamid Granular,,,,,,
soil borne root rot and damping-off fungi,Soil borne pathogens,Disease,,,21,Actino-Iron Biological Fungicide,,,,,,
Soil diseases,Soil borne pathogens,Disease,,,22,Howler,,,,,,
soil dwelling insect pests,Soil-borne pests,Other,,,3,Bioceres GR,Review needed - unclear target type,,,,,
Soil dwelling insects,Soil-borne pests,Other,,,1,MBI-206 EP,Review needed - unclear target type,,,,,
Soil Fungal Diseases,Soil borne pathogens,Disease,,,22,TNC Biological Fungicide,,,,,,
Soil fungal diseases,Soil borne pathogens,Disease,,,15,TNO RTS,,,,,,
Soil fungus,Soil borne pathogens,Disease,,,8,Ninja Neem,,,,,,
Soil insects,Soil-borne pests,Other,,,24,LIBERTY BIFEN ST 195; Bifenthrin ST; IRF166,Review needed - unclear target type,,,,,
Soil-borne disease,Soil borne pathogens,Disease,,,2,Templar,,,,,,
Soil-borne disease causing organisms,Soil borne pathogens,Disease,,,12,Terr-O-Gas 75; Terr-O-Gas 98,,,,,,
Soil-borne disease organisms,Soil borne pathogens,Disease,,,14,TERR-O-GAS 80; Terr-O-Gas 70,,,,,,
Soil-borne disease-causing organisms,Soil borne pathogens,Disease,,,6,Terr-O-Gas 57,,,,,,
Soil-borne diseases,Soil borne pathogens,Disease,,,104,AMV 540; Terr-O-Gas 67; STRIKE 100CP FUMIGANT; Metam KLR™ 54%; Pic-Clor 30,,,,,,
