original_target_name,original_crop,original_target_type,source_target_type,new_target_name,new_target_type,new_target_species,source_refined,deployed,main_target_list
Sting Nematode,Tomato,Disease,Disease,Sting Nematode,,Belonolaimus spp.,LLM:gpt-5.2,True,False
Sting nematode (Belonolaimus longicaudatus),Tomato,Disease,Disease,Sting Nematode,,Belonolaimus spp.,LLM:gpt-5.2,True,False
Stubby Root Nematode,Tomato,Disease,Disease,Stubby-Root Nematode,,Trichodorus spp.,LLM:gpt-5.2,True,False
Stubby root nematodes (Trichodorus and Paratrichodorus species),Tomato,Disease,Disease,Stubby-Root Nematodes,,,LLM:gpt-5.2,True,False
Stunt Nematode,Tomato,Disease,Disease,Stunt Nematode,,Tylenchorhynchus spp.,LLM:gpt-5.2,True,False
Stunt nematodes (Tylenchorhynchus species),Tomato,Disease,Disease,Stunt Nematode,,Tylenchorhynchus spp.,LLM:gpt-5.2,True,False
Synchytrium,Tomato,Disease,Disease,Synchytrium,,Synchytrium spp.,LLM:gpt-5.2,True,False
Target leaf spot,Tomato,Disease,Disease,Target Spot,,Corynespora spp.,LLM:gpt-5.2,True,False
Target spot (Corynespora cassiicola),Tomato,Disease,Disease,Target Spot,,Corynespora spp.,LLM:gpt-5.2,True,False
Thielaviopsis,Tomato,Disease,Disease,Black Root Rot,,Thielaviopsis spp.,LLM:gpt-5.2,True,False
Thielaviopsis basicola,Tomato,Disease,Disease,Black Root Rot,,Thielaviopsis spp.,LLM:gpt-5.2,True,False
Thrips spp.,Tomato,Disease,Insects,Thrips,,,LLM:gpt-5.2,True,False
Tomato leaf mold,Tomato,Disease,Disease,Leaf Mold,,Cladosporium spp.,LLM:gpt-5.2,True,False
Trachysphaera,Tomato,Disease,Other,,,,,True,False
Trichodorus spp.,Tomato,Disease,Disease,Stubby-Root Nematodes,,Trichodorus spp.,LLM:gpt-5.2,True,False
Tylenchorhynchus spp.,Tomato,Disease,Disease,Stunt Nematode,,Tylenchorhynchus spp.,LLM:gpt-5.2,True,False
Tylenchulus semipenetrans,Tomato,Disease,Disease,Citrus Nematode,,Tylenchulus spp.,LLM:gpt-5.2,True,False
Vascular Rot,Tomato,Disease,Disease,Vascular Rot,,,LLM:gpt-5.2,True,False
Venturia inaequalis,Tomato,Disease,Disease,Apple Scab,,Venturia spp.,LLM:gpt-5.2,True,False
Verticillium,Tomato,Disease,Disease,Verticillium Wilt,,Verticillium spp.,LLM:gpt-5.2,True,False
Verticillium Wilt,Tomato,Disease,Disease,Verticillium Wilt,,Verticillium spp.,LLM:gpt-5.2,True,False
Verticillium spp.,Tomato,Disease,Disease,Verticillium Wilt,,Verticillium spp.,LLM:gpt-5.2,True,False
Verticllium spp.,Tomato,Disease,Disease,Verticillium Wilt,,Verticillium spp.,LLM:gpt-5.2,True,False
Virulent Pepino mosaic virus isolates,Tomato,Disease,Disease,Pepino Mosaic Virus,,,LLM:gpt-5.2,True,False
Western yellowstriped armyworm,Tomato,Disease,Insects,Yellowstriped Armyworm,,,LLM:gpt-5.2,True,False
White Mold (Sclerotinia spp.),Tomato,Disease,Disease,White Mold,,Sclerotinia spp.,LLM:gpt-5.2,True,False
Wilt,Tomato,Disease,Disease,Wilt,,,LLM:gpt-5.2,False,False
Xanthomonas,Tomato,Disease,Disease,Bacterial Spot,,Xanthomonas spp.,LLM:gpt-5.2,True,False
Xanthomonas campestris,Tomato,Disease,Disease,Bacterial Spot,,Xanthomonas spp.,LLM:gpt-5.2,True,False
Xanthomonas campestris (Bacterial Leaf Spot/Speck),Tomato,Disease,Disease,Bacterial Spot,,Xanthomonas spp.,LLM:gpt-5.2,True,False
Xanthomonas campestris (axonopodis) pathovars citrumelo (citrus canker surrogate),Tomato,Disease,Disease,Citrus Canker,,,LLM:gpt-5.2,True,False
Xiphinema spp.,Tomato,Disease,Disease,Dagger Nematodes,,Xiphinema spp.,LLM:gpt-5.2,True,False
algae,Tomato,Disease,Other,,,,,True,False
bacteria,Tomato,Disease,Disease,Bacterial Diseases,,,LLM:gpt-5.2,False,False
bacterial canker,Tomato,Disease,Disease,Bacterial Canker,,,LLM:gpt-5.2,True,True
bacterial leaf spot disease,Tomato,Disease,Disease,Bacterial Leaf Spot,,Xanthomonas spp.,LLM:gpt-5.2,True,False
blue mold (Penicillium species),Tomato,Disease,Disease,Blue Mold,,Penicillium spp.,LLM:gpt-5.2,True,False
broadleaf weeds,Tomato,Disease,Weeds,Broadleaf Weeds,,,LLM:gpt-5.2,True,False
certain soil borne diseases,Tomato,Disease,Disease,Soil-Borne Diseases,,,LLM:gpt-5.2,True,False
damping-off,Tomato,Disease,Disease,Damping-Off,,Pythium spp.,LLM:gpt-5.2,True,False
decay,Tomato,Disease,Disease,Decay,,,LLM:gpt-5.2,True,False
foliar pathogens,Tomato,Disease,Disease,Foliar Diseases,,,LLM:gpt-5.2,False,False
fungal leaf spots/blights,Tomato,Disease,Disease,Fungal Leaf Spots and Blights,,,LLM:gpt-5.2,True,False
fungi,Tomato,Disease,Disease,Fungal Diseases,,,LLM:gpt-5.2,False,False
grapevine trunk diseases,Tomato,Disease,Disease,Grapevine Trunk Diseases,,,LLM:gpt-5.2,True,False
green mold (Penicillium species),Tomato,Disease,Disease,Blue Mold,,Penicillium spp.,LLM:gpt-5.2,True,False
lesion (Pratylenchus spp.),Tomato,Disease,Disease,Lesion Nematodes,,Pratylenchus spp.,LLM:gpt-5.2,True,False
reniform (Rotylenchulus spp.),Tomato,Disease,Disease,Reniform Nematode,,Rotylenchulus spp.,LLM:gpt-5.2,True,False
ring (Bursaphelenchus spp.),Tomato,Disease,Disease,Ring Nematodes,,Criconemella spp.,LLM:gpt-5.2,True,False
seed decay,Tomato,Disease,Disease,Seed Decay,,,LLM:gpt-5.2,True,False
seedling blights,Tomato,Disease,Disease,Seedling Blight,,,LLM:gpt-5.2,True,False
silverleaf whitefly,Tomato,Disease,Insects,Silverleaf Whitefly,,,LLM:gpt-5.2,True,False
soil-borne pathogens,Tomato,Disease,Disease,Soil-Borne Diseases,,,LLM:gpt-5.2,True,False
soybean cyst nematode (Heterodera glycines),Tomato,Disease,Disease,Soybean Cyst Nematode,,Heterodera spp.,LLM:gpt-5.2,True,False
stem-end rot (Geotrichium),Tomato,Disease,Disease,Stem-End Rot,,Geotrichum spp.,LLM:gpt-5.2,True,False
sting (Belonolaimus spp.),Tomato,Disease,Disease,Sting Nematode,,Belonolaimus spp.,LLM:gpt-5.2,True,False
stunt (Tylenchorhynchus spp.),Tomato,Disease,Disease,Stunt Nematode,,Tylenchorhynchus spp.,LLM:gpt-5.2,True,False
symphylans,Tomato,Disease,Insects,Symphylans,,,LLM:gpt-5.2,True,False
yeast,Tomato,Disease,Other,,,,,True,False
Accelerate ripening of tomatoes,Tomato,Growth Regulation,Growth Regulation,Tomato Ripening,,,LLM:gpt-5.2,True,False
Alternaria,Tomato,Growth Regulation,Disease,Early Blight,,Alternaria spp.,LLM:gpt-5.2,True,False
Anthracnose,Tomato,Growth Regulation,Disease,Anthracnose,,Colletotrichum spp.,LLM:gpt-5.2,True,False
Aphids (all life stages except adult),Tomato,Growth Regulation,Insects,Aphids,,,LLM:gpt-5.2,True,False
Bacterial Blast,Tomato,Growth Regulation,Disease,Bacterial Blast,,,LLM:gpt-5.2,True,False
Bacterial Leaf Spot,Tomato,Growth Regulation,Disease,Bacterial Leaf Spot,,Xanthomonas spp.,LLM:gpt-5.2,True,False
Bacterial Speck,Tomato,Growth Regulation,Disease,Bacterial Speck,,,LLM:gpt-5.2,True,False
Bacterial Spot,Tomato,Growth Regulation,Disease,Bacterial Spot,,Xanthomonas spp.,LLM:gpt-5.2,True,False
Bean Leaf Beetle,Tomato,Growth Regulation,Insects,Bean Leaf Beetle,,,LLM:gpt-5.2,True,False
Blue Mold spp.,Tomato,Growth Regulation,Disease,Blue Mold,,Penicillium spp.,LLM:gpt-5.2,True,False
Borers (all life stages),Tomato,Growth Regulation,Insects,Borers,,,LLM:gpt-5.2,True,False
Botrytis,Tomato,Growth Regulation,Disease,Gray Mold,,Botrytis spp.,LLM:gpt-5.2,True,True
Brown Patch,Tomato,Growth Regulation,Disease,Brown Patch,,,LLM:gpt-5.2,True,False
Cercospora leaf spot,Tomato,Growth Regulation,Disease,Cercospora Leaf Spot,,Cercospora spp.,LLM:gpt-5.2,True,False
Cereal Leaf Beetle,Tomato,Growth Regulation,Insects,Cereal Leaf Beetle,,,LLM:gpt-5.2,True,False
Charcoal Rot,Tomato,Growth Regulation,Disease,Charcoal Rot,,Macrophomina spp.,LLM:gpt-5.2,True,False
Citrus Canker,Tomato,Growth Regulation,Disease,Citrus Canker,,,LLM:gpt-5.2,True,False
Colorado potato beetle,Tomato,Growth Regulation,Insects,Colorado Potato Beetle,,,LLM:gpt-5.2,True,False
"Corn Borers (egg, larvae)",Tomato,Growth Regulation,Insects,Corn Borers,,,LLM:gpt-5.2,True,False
Corn Ear Worm (all life stages except adult),Tomato,Growth Regulation,Insects,Corn Earworm,,,LLM:gpt-5.2,True,False
Corn Root Maggot (all life stages except adult),Tomato,Growth Regulation,Insects,Corn Root Maggot,,,LLM:gpt-5.2,True,False
"Corn Root Worm (egg, larvae instars)",Tomato,Growth Regulation,Insects,Corn Rootworm,,,LLM:gpt-5.2,True,False
"Crickets (egg, larvae)",Tomato,Growth Regulation,Insects,Crickets,,,LLM:gpt-5.2,True,False
Crown Rot,Tomato,Growth Regulation,Disease,Crown Rot,,,LLM:gpt-5.2,True,False
Curvularia spp.,Tomato,Growth Regulation,Disease,Curvularia Leaf Spot,,Curvularia spp.,LLM:gpt-5.2,True,False
Downy Mildew,Tomato,Growth Regulation,Disease,Downy Mildew,,Basidiophora spp.,LLM:gpt-5.2,True,False
Fairy Ring,Tomato,Growth Regulation,Disease,Fairy Ring,,,LLM:gpt-5.2,True,False
Fireblight,Tomato,Growth Regulation,Disease,Fire Blight,,,LLM:gpt-5.2,True,False
Gall nematode (Anguina spp.),Tomato,Growth Regulation,Disease,Gall Nematode,,Anguina spp.,LLM:gpt-5.2,True,False
Garlic and Onion White Rot,Tomato,Growth Regulation,Disease,White Rot,,Sclerotium spp.,LLM:gpt-5.2,True,False
Goss Wilt,Tomato,Growth Regulation,Disease,Goss's Wilt,,,LLM:gpt-5.2,True,False
"Grasshoppers (egg, nymph)",Tomato,Growth Regulation,Insects,Grasshoppers,,,LLM:gpt-5.2,True,False
Gray Leaf Spot,Tomato,Growth Regulation,Disease,Gray Leaf Spot,,,LLM:gpt-5.2,True,False
Gray Mold,Tomato,Growth Regulation,Disease,Gray Mold,,Botrytis spp.,LLM:gpt-5.2,True,True
Greasy Spot,Tomato,Growth Regulation,Disease,Greasy Spot,,,LLM:gpt-5.2,True,False
Green Cloverworm,Tomato,Growth Regulation,Insects,Green Cloverworm,,,LLM:gpt-5.2,True,False
Guava nematode (Meloidogyne spp.),Tomato,Growth Regulation,Disease,Root-Knot Nematode,,Meloidogyne spp.,LLM:gpt-5.2,True,False
Gummy Stem Blight,Tomato,Growth Regulation,Disease,Gummy Stem Blight,,Didymella spp.,LLM:gpt-5.2,True,False
Hessian Fly,Tomato,Growth Regulation,Insects,Hessian Fly,,,LLM:gpt-5.2,True,False
Increase fruit count,Tomato,Growth Regulation,Growth Regulation,Increased Fruit Count,,,LLM:gpt-5.2,True,False
Increase fruit size,Tomato,Growth Regulation,Growth Regulation,Increased Fruit Size,,,LLM:gpt-5.2,True,False
Increase marketable fruit,Tomato,Growth Regulation,Growth Regulation,Increased Marketable Fruit,,,LLM:gpt-5.2,True,False
Lance nematode (Hoplolaimus spp.),Tomato,Growth Regulation,Disease,Lance Nematode,,Hoplolaimus spp.,LLM:gpt-5.2,True,False
Leaf Spot,Tomato,Growth Regulation,Disease,Leaf Spot,,,LLM:gpt-5.2,True,False
Melanose,Tomato,Growth Regulation,Disease,Melanose,,,LLM:gpt-5.2,True,False
Mites (all life stages except adult),Tomato,Growth Regulation,Insects,Mites,,,LLM:gpt-5.2,True,False
Mummy Berry,Tomato,Growth Regulation,Disease,Mummy Berry,,,LLM:gpt-5.2,True,False
Onion Pink Root Rot,Tomato,Growth Regulation,Disease,Pink Root,,Phoma spp.,LLM:gpt-5.2,True,False
Pea Weevils (all life stages except adult),Tomato,Growth Regulation,Insects,Pea Weevil,,,LLM:gpt-5.2,True,False
Phomopsis,Tomato,Growth Regulation,Disease,Phomopsis Fruit Rot,,Phomopsis spp.,LLM:gpt-5.2,True,False
Phyllachora spp.,Tomato,Growth Regulation,Disease,Tar Spot,,Phyllachora spp.,LLM:gpt-5.2,True,False
Pine Beetles,Tomato,Growth Regulation,Insects,Pine Beetles,,,LLM:gpt-5.2,True,False
"Plant Bugs (egg, nymph)",Tomato,Growth Regulation,Insects,Plant Bugs,,,LLM:gpt-5.2,True,False
Potato cyst nematode (Globodera spp.),Tomato,Growth Regulation,Disease,Potato Cyst Nematode,,Globodera spp.,LLM:gpt-5.2,True,False
Pseudomonas spp.,Tomato,Growth Regulation,Disease,Bacterial Speck,,Pseudomonas spp.,LLM:gpt-5.2,True,False
"Psyllids (egg, all 5 instar stages)",Tomato,Growth Regulation,Insects,Psyllids,,,LLM:gpt-5.2,True,False
Pythium spp.,Tomato,Growth Regulation,Disease,Pythium Root Rot,,Pythium spp.,LLM:gpt-5.2,True,False
Reniform nematode (Rotylenchulus spp.),Tomato,Growth Regulation,Disease,Reniform Nematode,,Rotylenchulus spp.,LLM:gpt-5.2,True,False
Rhizoctonia spp.,Tomato,Growth Regulation,Disease,Rhizoctonia Root Rot,,Rhizoctonia spp.,LLM:gpt-5.2,True,False
Ripening of fresh market tomatoes,Tomato,Growth Regulation,Growth Regulation,Tomato Ripening,,,LLM:gpt-5.2,True,False
Ripening of greenhouse tomatoes,Tomato,Growth Regulation,Growth Regulation,Tomato Ripening,,,LLM:gpt-5.2,True,False
Ripening of processing tomatoes,Tomato,Growth Regulation,Growth Regulation,Tomato Ripening,,,LLM:gpt-5.2,True,False
Ripening of tomatoes for fresh market,Tomato,Growth Regulation,Growth Regulation,Tomato Ripening,,,LLM:gpt-5.2,True,False
Ripening of tomatoes for processing,Tomato,Growth Regulation,Growth Regulation,Tomato Ripening,,,LLM:gpt-5.2,True,False
Root-knot nematode (Meloidogyne spp.),Tomato,Growth Regulation,Disease,Root-Knot Nematode,,Meloidogyne spp.,LLM:gpt-5.2,True,False
Root-lesion nematode (Pratylenchus spp.),Tomato,Growth Regulation,Disease,Lesion Nematodes,,Pratylenchus spp.,LLM:gpt-5.2,True,False
Slugs (all life stages),Tomato,Growth Regulation,Other,,,,,True,False
Snails (all life stages),Tomato,Growth Regulation,Other,,,,,True,False
Sooty Mold,Tomato,Growth Regulation,Disease,Sooty Mold,,,LLM:gpt-5.2,True,False
"Southern Cowpea Weevil (egg, larvae, maggot)",Tomato,Growth Regulation,Insects,Southern Cowpea Weevil,,,LLM:gpt-5.2,True,False
Soybean Cyst Nematode (Heterodera spp.),Tomato,Growth Regulation,Disease,Soybean Cyst Nematode,,Heterodera spp.,LLM:gpt-5.2,True,False
Spiral nematode (Helicotylenchus spp.),Tomato,Growth Regulation,Disease,Spiral Nematode,,Helicotylenchus spp.,LLM:gpt-5.2,True,False
Stem nematode (Ditylenchus spp.),Tomato,Growth Regulation,Disease,Stem Nematode,,Ditylenchus spp.,LLM:gpt-5.2,True,False
Sting nematode (Belonolaimus spp.),Tomato,Growth Regulation,Disease,Sting Nematode,,Belonolaimus spp.,LLM:gpt-5.2,True,False
"Stink Bugs (egg, nymph)",Tomato,Growth Regulation,Insects,Stink Bugs,,,LLM:gpt-5.2,True,False
Sugarcane Aphids (all life stages except adult),Tomato,Growth Regulation,Insects,Sugarcane Aphid,,,LLM:gpt-5.2,True,False
Target Spot,Tomato,Growth Regulation,Disease,Target Spot,,Corynespora spp.,LLM:gpt-5.2,True,False
"Thrips (egg, larvae, pre-pupal, pupal)",Tomato,Growth Regulation,Insects,Thrips,,,LLM:gpt-5.2,True,False
Tilletia spp.,Tomato,Growth Regulation,Disease,Bunt,,Tilletia spp.,LLM:gpt-5.2,True,False
Tomato ripening,Tomato,Growth Regulation,Growth Regulation,Tomato Ripening,,,LLM:gpt-5.2,True,False
Ustilago spp.,Tomato,Growth Regulation,Disease,Smuts,,Ustilago spp.,LLM:gpt-5.2,True,False
White Mold,Tomato,Growth Regulation,Disease,White Mold,,Sclerotinia spp.,LLM:gpt-5.2,True,False
"White flies (egg, nymph)",Tomato,Growth Regulation,Insects,Whiteflies,,,LLM:gpt-5.2,True,False
"Wireworms (egg, larvae)",Tomato,Growth Regulation,Insects,Wireworms,,,LLM:gpt-5.2,True,False
ethylene damage,Tomato,Growth Regulation,Growth Regulation,Ethylene Damage,,,LLM:gpt-5.2,True,False
ethylene responses,Tomato,Growth Regulation,Growth Regulation,Ethylene Responses,,,LLM:gpt-5.2,True,False
premature color break,Tomato,Growth Regulation,Growth Regulation,Premature Color Break,,,LLM:gpt-5.2,True,False
weeds,Tomato,Growth Regulation,Weeds,Weeds,,,LLM:gpt-5.2,True,False
1st and 2nd instar caterpillars,Tomato,Insects,Insects,Caterpillars,,,LLM:gpt-5.2,True,False
ASPARAGUS BEETLES,Tomato,Insects,Insects,Asparagus Beetles,,,LLM:gpt-5.2,True,False
Adelgids,Tomato,Insects,Insects,Adelgids,,,LLM:gpt-5.2,True,False
Alfalfa Worms,Tomato,Insects,Insects,Alfalfa Looper,,,LLM:gpt-5.2,True,False
Alfalfa looper,Tomato,Insects,Insects,Alfalfa Looper,,,LLM:gpt-5.2,True,False
All Listed Pests,Tomato,Insects,Other,,,,,True,False
All Listed Pests (except as specified below),Tomato,Insects,Other,,,,,True,False
Anticarsia gemmatalis,Tomato,Insects,Insects,Velvetbean Caterpillar,,,LLM:gpt-5.2,True,False
Ants,Tomato,Insects,Insects,Ants,,,LLM:gpt-5.2,True,False
"Ants (except harvester ants, pharaoh ants and carpenter ants)",Tomato,Insects,Insects,Ants,,,LLM:gpt-5.2,True,False
"Ants (excluding Carpenter, Fire, Harvester & Pharaoh)",Tomato,Insects,Insects,Ants,,,LLM:gpt-5.2,True,False
Aphid app.,Tomato,Insects,Insects,Aphids,,,LLM:gpt-5.2,True,False
Aphid species,Tomato,Insects,Insects,Aphids,,,LLM:gpt-5.2,True,False
Aphid spp.,Tomato,Insects,Insects,Aphids,,,LLM:gpt-5.2,True,False
Aphids,Tomato,Insects,Insects,Aphids,,,LLM:gpt-5.2,True,False
Armored scale (suppression),Tomato,Insects,Insects,Armored Scale,,,LLM:gpt-5.2,True,False
Army Cutworm,Tomato,Insects,Insects,Army Cutworm,,,LLM:gpt-5.2,True,False
Armyworm (all species),Tomato,Insects,Insects,Armyworms,,,LLM:gpt-5.2,True,False
Armyworm species,Tomato,Insects,Insects,Armyworms,,,LLM:gpt-5.2,True,False
Armyworm spp.,Tomato,Insects,Insects,Armyworms,,,LLM:gpt-5.2,True,False
"Armyworm, Fall",Tomato,Insects,Insects,Fall Armyworm,,,LLM:gpt-5.2,True,False
"Armyworm, Southern",Tomato,Insects,Insects,Southern Armyworm,,,LLM:gpt-5.2,True,False
"Armyworm, True",Tomato,Insects,Insects,True Armyworm,,,LLM:gpt-5.2,True,False
"Armyworm, Yellow-striped",Tomato,Insects,Insects,Yellowstriped Armyworm,,,LLM:gpt-5.2,True,False
"Armyworm, beet",Tomato,Insects,Insects,Beet Armyworm,,,LLM:gpt-5.2,True,False
Armyworms,Tomato,Insects,Insects,Armyworms,,,LLM:gpt-5.2,True,False
"Armyworms (Beet Armyworm, Fall Armyworm, Southern Yellow-striped Armyworm)",Tomato,Insects,Insects,Armyworms,,,LLM:gpt-5.2,True,False
Armyworms (Including Beet),Tomato,Insects,Insects,Armyworms,,,LLM:gpt-5.2,True,False
Artichoke plume moth,Tomato,Insects,Insects,Artichoke Plume Moth,,,LLM:gpt-5.2,True,False
Aster leafhopper,Tomato,Insects,Insects,Aster Leafhopper,,,LLM:gpt-5.2,True,False
Avocado red spider,Tomato,Insects,Insects,Avocado Red Mite,,,LLM:gpt-5.2,True,False
BEAN BEETLES,Tomato,Insects,Insects,Bean Beetles,,,LLM:gpt-5.2,True,False
Bamboo Spider Mite,Tomato,Insects,Insects,Bamboo Spider Mite,,,LLM:gpt-5.2,True,False
Banded Wing Whitefly,Tomato,Insects,Insects,Bandedwinged Whitefly,,,LLM:gpt-5.2,True,False
Banks grass,Tomato,Insects,Weeds,Banks Grass,,,LLM:gpt-5.2,True,False
Banks grass mite,Tomato,Insects,Insects,Banks Grass Mite,,,LLM:gpt-5.2,True,False
Barnyardgrass,Tomato,Insects,Weeds,Barnyardgrass,,,LLM:gpt-5.2,True,False
Beet armyworm,Tomato,Insects,Insects,Beet Armyworm,,,LLM:gpt-5.2,True,False
Beet armyworm (1st and 2nd instars),Tomato,Insects,Insects,Beet Armyworm,,,LLM:gpt-5.2,True,False
Beet leafhopper,Tomato,Insects,Insects,Beet Leafhopper,,,LLM:gpt-5.2,True,False
Beetle larvae,Tomato,Insects,Insects,Beetle Larvae,,,LLM:gpt-5.2,True,False
Beetles,Tomato,Insects,Insects,Beetles,,,LLM:gpt-5.2,True,False
"Beetles (Colorado Potato Beetle, Confused Flour Beetles, Cucumber Beetles, Dried Fruit Beetles, Flea Beetles, Red Flour Beetles, Watermelon Beetles)",Tomato,Insects,Insects,Beetles,,,LLM:gpt-5.2,True,False
Black vine weevil,Tomato,Insects,Insects,Black Vine Weevil,,,LLM:gpt-5.2,True,False
Blister Beetle species,Tomato,Insects,Insects,Blister Beetles,,,LLM:gpt-5.2,True,False
Boll weevils,Tomato,Insects,Insects,Boll Weevil,,,LLM:gpt-5.2,True,False
Bollworms,Tomato,Insects,Insects,Bollworms,,,LLM:gpt-5.2,True,False
Borers,Tomato,Insects,Insects,Borers,,,LLM:gpt-5.2,True,False
Broad mite,Tomato,Insects,Insects,Broad Mite,,Polyphagotarsonemus spp.,LLM:gpt-5.2,True,False
Brown Marmorated Stink Bug,Tomato,Insects,Insects,Brown Marmorated Stink Bug,,,LLM:gpt-5.2,True,False
Brown almond,Tomato,Insects,Disease,Brown Almond,,,LLM:gpt-5.2,True,False
Brown stink bug,Tomato,Insects,Insects,Brown Stink Bug,,,LLM:gpt-5.2,True,False
Budworms,Tomato,Insects,Insects,Budworms,,,LLM:gpt-5.2,True,False
Cabbage Looper,Tomato,Insects,Insects,Cabbage Looper,,,LLM:gpt-5.2,True,False
Cabbage budworm,Tomato,Insects,Insects,Cabbage Budworm,,,LLM:gpt-5.2,True,False
Cabbageworms,Tomato,Insects,Insects,Cabbageworms,,,LLM:gpt-5.2,True,False
Cadelles,Tomato,Insects,Insects,Cadelles,,,LLM:gpt-5.2,True,False
Carmine Mite,Tomato,Insects,Insects,Carmine Spider Mite,,,LLM:gpt-5.2,True,False
Carmine spider mite,Tomato,Insects,Insects,Carmine Spider Mite,,,LLM:gpt-5.2,True,False
Carpetweed,Tomato,Insects,Weeds,Carpetweed,,,LLM:gpt-5.2,True,False
Casebearers,Tomato,Insects,Insects,Casebearers,,,LLM:gpt-5.2,True,False
Caterpillars,Tomato,Insects,Insects,Caterpillars,,,LLM:gpt-5.2,True,False
Celery Leaf Tier,Tomato,Insects,Insects,Celery Leaftier,,,LLM:gpt-5.2,True,False
Centipedes,Tomato,Insects,Other,,,,,True,False
Chili thrips,Tomato,Insects,Insects,Chili Thrips,,,LLM:gpt-5.2,True,False
Chrysanthemum Leaf Miner,Tomato,Insects,Insects,Chrysanthemum Leafminer,,,LLM:gpt-5.2,True,False
Chrysodeixis includens,Tomato,Insects,Insects,Soybean Looper,,,LLM:gpt-5.2,True,False
Citrus Leaf Miner,Tomato,Insects,Insects,Citrus Leafminer,,,LLM:gpt-5.2,True,False
Citrus Red Mite,Tomato,Insects,Insects,Citrus Red Mite,,,LLM:gpt-5.2,True,False
Citrus budmite,Tomato,Insects,Insects,Citrus Bud Mite,,,LLM:gpt-5.2,True,False
Citrus red,Tomato,Insects,Insects,Citrus Red Mite,,,LLM:gpt-5.2,True,False
Clover,Tomato,Insects,Weeds,Clover,,,LLM:gpt-5.2,True,False
Clover Mite,Tomato,Insects,Insects,Clover Mite,,,LLM:gpt-5.2,True,False
Cloverworm,Tomato,Insects,Insects,Green Cloverworm,,,LLM:gpt-5.2,True,False
Cob Corn Earworm,Tomato,Insects,Insects,Corn Earworm,,,LLM:gpt-5.2,True,False
Codling Moth,Tomato,Insects,Insects,Codling Moth,,,LLM:gpt-5.2,True,False
Colorado potato beetle control,Tomato,Insects,Insects,Colorado Potato Beetle,,,LLM:gpt-5.2,True,False
Colorado potato beetle larvae,Tomato,Insects,Insects,Colorado Potato Beetle,,,LLM:gpt-5.2,True,False
Confused Flour Beetles,Tomato,Insects,Insects,Confused Flour Beetle,,,LLM:gpt-5.2,True,False
"Corn Borer, European",Tomato,Insects,Insects,European Corn Borer,,,LLM:gpt-5.2,True,False
"Corn Borer, Southwestern",Tomato,Insects,Insects,Southwestern Corn Borer,,,LLM:gpt-5.2,True,False
Corn Earworm,Tomato,Insects,Insects,Corn Earworm,,,LLM:gpt-5.2,True,False
Corn Rootworm,Tomato,Insects,Insects,Corn Rootworm,,,LLM:gpt-5.2,True,False
Corn beetles,Tomato,Insects,Insects,Corn Beetles,,,LLM:gpt-5.2,True,False
Cotton (melon) aphid,Tomato,Insects,Insects,Cotton Aphid,,,LLM:gpt-5.2,True,False
Cotton Bollworm,Tomato,Insects,Insects,Cotton Bollworm,,,LLM:gpt-5.2,True,False
Crabgrass,Tomato,Insects,Weeds,Crabgrass,,,LLM:gpt-5.2,True,False
"Crabgrass, large",Tomato,Insects,Weeds,Large Crabgrass,,,LLM:gpt-5.2,True,False
"Crabgrass, smooth",Tomato,Insects,Weeds,Smooth Crabgrass,,,LLM:gpt-5.2,True,False
