original_target_name,original_crop,original_target_type,source_target_type,new_target_name,new_target_type,new_target_species,source_refined,deployed,main_target_list,__needs
pillbugs,Squash,Insects,,,,,,True,False,True
pine voles,Squash,Insects,,,,,,True,False,True
rabbits,Squash,Insects,,,,,,True,False,True
raccoons,Squash,Insects,,,,,,True,False,True
slugs,Squash,Insects,,,,,,True,False,True
snails,Squash,Insects,,,,,,True,False,True
soft scale,Squash,Insects,,,,,,True,False,True
sowbugs,Squash,Insects,,,,,,True,False,True
spotted drosophila,Squash,Insects,,,,,,True,False,True
spotted lanternfly,Squash,Insects,,,,,,True,False,True
weeds,Squash,Insects,,,,,,True,False,True
willamette mite,Squash,Insects,,,,,,True,False,True
Acremonium Hypocotyl Rot,Squash,Weeds,,,,,,True,False,True
Annual and perennial grass weeds,Squash,Weeds,,,,,,True,False,True
Annual and perennial grasses,Squash,Weeds,,,,,,True,False,True
Black Seeded Plantain,Squash,Weeds,,,,,,True,False,True
Burning Nettle,Squash,Weeds,,,,,,True,False,True
Cephalosporium Hypocotyl Rot,Squash,Weeds,,,,,,True,False,True
Common Ragweed,Squash,Weeds,,,,,,True,False,True
Crabgrass (Large),Squash,Weeds,,,,,,True,False,True
Crabgrass (Smooth),Squash,Weeds,,,,,,True,False,True
Fall Panicum,Squash,Weeds,,,,,,True,False,True
Field Sandbur,Squash,Weeds,,,,,,True,False,True
Foxtail (Giant),Squash,Weeds,,,,,,True,False,True
"Foxtail (Giant, Green, Robust)",Squash,Weeds,,,,,,True,False,True
Foxtail (Green),Squash,Weeds,,,,,,True,False,True
Foxtail (Robust),Squash,Weeds,,,,,,True,False,True
Foxtail (Yellow),Squash,Weeds,,,,,,True,False,True
Foxtail millet,Squash,Weeds,,,,,,True,False,True
Galinsoga spp.,Squash,Weeds,,,,,,True,False,True
Goosegrass,Squash,Weeds,,,,,,True,False,True
Grasses,Squash,Weeds,,,,,,True,False,True
Johnsongrass,Squash,Weeds,,,,,,True,False,True
Jungle Rice,Squash,Weeds,,,,,,True,False,True
Large & Smooth Crabgrass,Squash,Weeds,,,,,,True,False,True
,Squash,Weeds,,,,,,True,False,True
Nettleleaf Goosefoot,Squash,Weeds,,,,,,True,False,True
Panicum,Squash,Weeds,,,,,,True,False,True
Panicum (Common & Fall),Squash,Weeds,,,,,,True,False,True
Panicum (Common),Squash,Weeds,,,,,,True,False,True
"Panicum, Texas",Squash,Weeds,,,,,,True,False,True
Perennial Grasses and Sedge,Squash,Weeds,,,,,,True,False,True
Prickly Sida,Squash,Weeds,,,,,,True,False,True
Prostrate pigweed,Squash,Weeds,,,,,,True,False,True
"Purslane, common",Squash,Weeds,,,,,,True,False,True
"Pusley, Florida",Squash,Weeds,,,,,,True,False,True
Redroot Pigweed,Squash,Weeds,,,,,,True,False,True
Shattercane,Squash,Weeds,,,,,,True,False,True
Smooth pigweed,Squash,Weeds,,,,,,True,False,True
Spiny pigweed,Squash,Weeds,,,,,,True,False,True
Sprangletop,Squash,Weeds,,,,,,True,False,True
Spurred Anoda,Squash,Weeds,,,,,,True,False,True
Venice Mallow,Squash,Weeds,,,,,,True,False,True
Weeds listed in Table 7,Squash,Weeds,,,,,,True,False,True
Wild proso Millet,Squash,Weeds,,,,,,True,False,True
annual broadleaf weeds,Squash,Weeds,,,,,,True,False,True
annual grass weeds,Squash,Weeds,,,,,,True,False,True
burndown,Squash,Weeds,,,,,,True,False,True
control of sucker growth,Squash,Weeds,,,,,,True,False,True
emerged weeds,Squash,Weeds,,,,,,True,False,True
established weeds,Squash,Weeds,,,,,,True,False,True
grass weeds,Squash,Weeds,,,,,,True,False,True
labeled broadleaf weeds,Squash,Weeds,,,,,,True,False,True
maximum vegetative burndown,Squash,Weeds,,,,,,True,False,True
mosses and cryptogam,Squash,Weeds,,,,,,True,False,True
nutsedge,Squash,Weeds,,,,,,True,False,True
perennial grass weeds,Squash,Weeds,,,,,,True,False,True
perennial grasses,Squash,Weeds,,,,,,True,False,True
perennial herbaceous plants,Squash,Weeds,,,,,,True,False,True
sedge,Squash,Weeds,,,,,,True,False,True
woody weeds,Squash,Weeds,,,,,,True,False,True
Alternaria leaf blight,"Squash, Summer",Disease,,,,,,True,False,True
Alternaria leaf spot,"Squash, Summer",Disease,,,,,,True,False,True
Anthracnose,"Squash, Summer",Disease,,,,,,True,False,True
Cercospora leaf spot,"Squash, Summer",Disease,,,,,,True,False,True
Gummy stem blight,"Squash, Summer",Disease,,,,,,True,False,True
Phoma blight,"Squash, Summer",Disease,,,,,,True,False,True
Phyllosticta leaf spot,"Squash, Summer",Disease,,,,,,True,False,True
Plectosporium blight,"Squash, Summer",Disease,,,,,,True,False,True
Powdery mildew,"Squash, Summer",Disease,,,,,,True,False,True
Root-knot nematode,"Squash, Summer",Disease,,,,,,True,False,True
Scab,"Squash, Summer",Disease,,,,,,True,False,True
Septoria leaf blight,"Squash, Summer",Disease,,,,,,True,False,True
Target spot,"Squash, Summer",Disease,,,,,,True,False,True
Alternaria leaf blight,"Squash, Winter",Disease,,,,,,True,False,True
Alternaria leaf spot,"Squash, Winter",Disease,,,,,,True,False,True
Anthracnose,"Squash, Winter",Disease,,,,,,True,False,True
Cercospora leaf spot,"Squash, Winter",Disease,,,,,,True,False,True
Gummy stem blight,"Squash, Winter",Disease,,,,,,True,False,True
Phoma blight,"Squash, Winter",Disease,,,,,,True,False,True
Phyllosticta leaf spot,"Squash, Winter",Disease,,,,,,True,False,True
Plectosporium blight,"Squash, Winter",Disease,,,,,,True,False,True
Powdery mildew,"Squash, Winter",Disease,,,,,,True,False,True
Scab,"Squash, Winter",Disease,,,,,,True,False,True
Septoria leaf blight,"Squash, Winter",Disease,,,,,,True,False,True
Target spot,"Squash, Winter",Disease,,,,,,True,False,True
Black spot,Squashes,Disease,,,,,,True,False,True
Insect/Mite pests,Squashes,Disease,,,,,,True,False,True
Mildews,Squashes,Disease,,,,,,True,False,True
Rusts,Squashes,Disease,,,,,,True,False,True
Scab,Squashes,Disease,,,,,,True,False,True
"(Columbia) lance (Hoplolaimus galeatus, Hoplolaimus columbus) nematodes",Strawberries,Disease,,,,,,True,False,True
Achlya,Strawberries,Disease,,,,,,True,False,True
Albugo,Strawberries,Disease,,,,,,True,False,True
Alfalfa Worms,Strawberries,Disease,,,,,,True,False,True
Alternaria,Strawberries,Disease,,,,,,True,False,True
Alternaria Leaf Spot,Strawberries,Disease,,,,,,True,False,True
Alternaria fruit rot,Strawberries,Disease,,,,,,True,False,True
Alternaria fruit rot/black leaf spot,Strawberries,Disease,,,,,,True,False,True
Alternaria leaf spot and fruit rot,Strawberries,Disease,,,,,,True,False,True
Alternaria rot,Strawberries,Disease,,,,,,True,False,True
Angular Leaf Spot,Strawberries,Disease,,,,,,True,False,True
Angular leaf spot (Xanthomonas),Strawberries,Disease,,,,,,True,False,True
Anthracnose,Strawberries,Disease,,,,,,True,False,True
Anthracnose (Colletotrichum acetatum),Strawberries,Disease,,,,,,True,False,True
Anthracnose (Colletotrichum acutatum),Strawberries,Disease,,,,,,True,False,True
Anthracnose (Colletotrichum spp.),Strawberries,Disease,,,,,,True,False,True
Anthracnose (Colletotrichum),Strawberries,Disease,,,,,,True,False,True
Anthracnose Fruit Rot (Colletotrichum acutatum),Strawberries,Disease,,,,,,True,False,True
Anthracnose Leaf and Fruit Rot,Strawberries,Disease,,,,,,True,False,True
Anthracnose fruit rot (Colletotrichum spp.),Strawberries,Disease,,,,,,True,False,True
Aphanomyces,Strawberries,Disease,,,,,,True,False,True
Aphid spp.,Strawberries,Disease,,,,,,True,False,True
Aphids,Strawberries,Disease,,,,,,True,False,True
Apple Maggot,Strawberries,Disease,,,,,,True,False,True
Armillaria Crown and Root Rot,Strawberries,Disease,,,,,,True,False,True
Armillaria spp.,Strawberries,Disease,,,,,,True,False,True
Armyworm spp.,Strawberries,Disease,,,,,,True,False,True
Armyworms,Strawberries,Disease,,,,,,True,False,True
Aspergillus versicolor,Strawberries,Disease,,,,,,True,False,True
Awl nematodes (Dolichodorus species),Strawberries,Disease,,,,,,True,False,True
Bacterial Canker,Strawberries,Disease,,,,,,True,False,True
Bacterial blight,Strawberries,Disease,,,,,,True,False,True
Bacterial leaf blight,Strawberries,Disease,,,,,,True,False,True
Basal Stem Rot,Strawberries,Disease,,,,,,True,False,True
Basidiophora,Strawberries,Disease,,,,,,True,False,True
Basil Downy Mildew,Strawberries,Disease,,,,,,True,False,True
Bean leaf Beetles,Strawberries,Disease,,,,,,True,False,True
Beet armyworm,Strawberries,Disease,,,,,,True,False,True
Beetles,Strawberries,Disease,,,,,,True,False,True
Belonolaimus spp.,Strawberries,Disease,,,,,,True,False,True
Berry rots,Strawberries,Disease,,,,,,True,False,True
Bipolaris,Strawberries,Disease,,,,,,True,False,True
Black Root Rot,Strawberries,Disease,,,,,,True,False,True
Black Rot,Strawberries,Disease,,,,,,True,False,True
Black Sigatoka,Strawberries,Disease,,,,,,True,False,True
Black leaf spot,Strawberries,Disease,,,,,,True,False,True
Blossom Blight,Strawberries,Disease,,,,,,True,False,True
Boll Worms,Strawberries,Disease,,,,,,True,False,True
Boll weevils,Strawberries,Disease,,,,,,True,False,True
Borers,Strawberries,Disease,,,,,,True,False,True
Botrytis,Strawberries,Disease,,,,,,True,False,True
Botrytis (Botrytis spp.),Strawberries,Disease,,,,,,True,False,True
Botrytis (Fruit Rot or Blight),Strawberries,Disease,,,,,,True,False,True
Botrytis (gray mold),Strawberries,Disease,,,,,,True,False,True
Botrytis Blight,Strawberries,Disease,,,,,,True,False,True
Botrytis Bunch Rot,Strawberries,Disease,,,,,,True,False,True
Botrytis Crown Rot,Strawberries,Disease,,,,,,True,False,True
Botrytis Fruit Rot,Strawberries,Disease,,,,,,True,False,True
Botrytis cinerea,Strawberries,Disease,,,,,,True,False,True
Botrytis fruit rot and Blossom blight,Strawberries,Disease,,,,,,True,False,True
Botrytis fruit rot and blight,Strawberries,Disease,,,,,,True,False,True
Botrytis on Foliage,Strawberries,Disease,,,,,,True,False,True
Botrytis on the foliage,Strawberries,Disease,,,,,,True,False,True
Botrytis spp,Strawberries,Disease,,,,,,True,False,True
Box Rot,Strawberries,Disease,,,,,,True,False,True
Broad Mite,Strawberries,Disease,,,,,,True,False,True
Brown Rot,Strawberries,Disease,,,,,,True,False,True
Budworms,Strawberries,Disease,,,,,,True,False,True
Bunch Rot,Strawberries,Disease,,,,,,True,False,True
Burkholderia glumae,Strawberries,Disease,,,,,,True,False,True
Burrowing nematode (Radopholus similis),Strawberries,Disease,,,,,,True,False,True
Cabbage looper,Strawberries,Disease,,,,,,True,False,True
Cane Gall,Strawberries,Disease,,,,,,True,False,True
Cane botrytis,Strawberries,Disease,,,,,,True,False,True
Canker,Strawberries,Disease,,,,,,True,False,True
Carmine spider mite,Strawberries,Disease,,,,,,True,False,True
Casebearers,Strawberries,Disease,,,,,,True,False,True
Caterpillars,Strawberries,Disease,,,,,,True,False,True
Caterpillars and loopers,Strawberries,Disease,,,,,,True,False,True
Cephalosporium maydis,Strawberries,Disease,,,,,,True,False,True
Cercospora fragariae,Strawberries,Disease,,,,,,True,False,True
Cercospora leaf spot,Strawberries,Disease,,,,,,True,False,True
Charcoal Rot,Strawberries,Disease,,,,,,True,False,True
Cherry Fruitworm,Strawberries,Disease,,,,,,True,False,True
Citrus nematode (Tylenchulus semipenetrans),Strawberries,Disease,,,,,,True,False,True
Cladosporium,Strawberries,Disease,,,,,,True,False,True
Codling Moth,Strawberries,Disease,,,,,,True,False,True
Colletotrichum acutatum,Strawberries,Disease,,,,,,True,False,True
Colorado Potato Beetle,Strawberries,Disease,,,,,,True,False,True
Common leaf spot,Strawberries,Disease,,,,,,True,False,True
Corn Earworm,Strawberries,Disease,,,,,,True,False,True
Corn beetles,Strawberries,Disease,,,,,,True,False,True
Cranberry Fruitworm,Strawberries,Disease,,,,,,True,False,True
Crickets,Strawberries,Disease,,,,,,True,False,True
Criconemella spp.,Strawberries,Disease,,,,,,True,False,True
Criconemoides spp.,Strawberries,Disease,,,,,,True,False,True
Crown Gall,Strawberries,Disease,,,,,,True,False,True
Crown Rot,Strawberries,Disease,,,,,,True,False,True
Crown and Root Rot,Strawberries,Disease,,,,,,True,False,True
Cucumber Beetles,Strawberries,Disease,,,,,,True,False,True
Cut Worms,Strawberries,Disease,,,,,,True,False,True
Cutworm spp.,Strawberries,Disease,,,,,,True,False,True
Cyclamen mite,Strawberries,Disease,,,,,,True,False,True
Cylindrocladium,Strawberries,Disease,,,,,,True,False,True
Cyst nematodes (Heterodera and Globodera species),Strawberries,Disease,,,,,,True,False,True
Dagger nematodes (Xiphinema species),Strawberries,Disease,,,,,,True,False,True
Damping off,Strawberries,Disease,,,,,,True,False,True
Damping off and root or crown diseases,Strawberries,Disease,,,,,,True,False,True
Damping-off Fungus,Strawberries,Disease,,,,,,True,False,True
Diamondback Moths,Strawberries,Disease,,,,,,True,False,True
Didymella,Strawberries,Disease,,,,,,True,False,True
Didymella bryoniae,Strawberries,Disease,,,,,,True,False,True
Downy mildew,Strawberries,Disease,,,,,,True,False,True
Downy mildew (blue mold),Strawberries,Disease,,,,,,True,False,True
Drosophila suzukii,Strawberries,Disease,,,,,,True,False,True
Dry crown rot,Strawberries,Disease,,,,,,True,False,True
Ear Worms,Strawberries,Disease,,,,,,True,False,True
Early Blight,Strawberries,Disease,,,,,,True,False,True
Earwigs,Strawberries,Disease,,,,,,True,False,True
Erysiphe spp.,Strawberries,Disease,,,,,,True,False,True
European Red Mite,Strawberries,Disease,,,,,,True,False,True
European corn borer,Strawberries,Disease,,,,,,True,False,True
Eutypa,Strawberries,Disease,,,,,,True,False,True
Fagot Worms,Strawberries,Disease,,,,,,True,False,True
Fall Armyworms,Strawberries,Disease,,,,,,True,False,True
False root knot nematodes (Naccobus species),Strawberries,Disease,,,,,,True,False,True
Flea Beetle,Strawberries,Disease,,,,,,True,False,True
Flea beetle spp.,Strawberries,Disease,,,,,,True,False,True
Flies,Strawberries,Disease,,,,,,True,False,True
Fly speck,Strawberries,Disease,,,,,,True,False,True
Fruit Flies,Strawberries,Disease,,,,,,True,False,True
Fruit Rot,Strawberries,Disease,,,,,,True,False,True
Fruit Rot (Botrytis spp.),Strawberries,Disease,,,,,,True,False,True
Fruit Rot (Phomopsis spp. and Rhizopus spp),Strawberries,Disease,,,,,,True,False,True
Fruit rots (in addition to those appearing elsewhere in this listing),Strawberries,Disease,,,,,,True,False,True
Fruit rots minor,Strawberries,Disease,,,,,,True,False,True
Fruittree Leafroller,Strawberries,Disease,,,,,,True,False,True
Fungi/oomycetes,Strawberries,Disease,,,,,,True,False,True
Fungus gnats,Strawberries,Disease,,,,,,True,False,True
Fusarium,Strawberries,Disease,,,,,,True,False,True
Fusarium Wilt,Strawberries,Disease,,,,,,True,False,True
Fusarium root and crown rots,Strawberries,Disease,,,,,,True,False,True
Fusarium spp.,Strawberries,Disease,,,,,,True,False,True
Garden symphylan,Strawberries,Disease,,,,,,True,False,True
Gibberella fujikuroi,Strawberries,Disease,,,,,,True,False,True
Gill's mealybug,Strawberries,Disease,,,,,,True,False,True
Globodera spp.,Strawberries,Disease,,,,,,True,False,True
Gnats,Strawberries,Disease,,,,,,True,False,True
Grape Berry Moth,Strawberries,Disease,,,,,,True,False,True
Grape leaf skeletonizer,Strawberries,Disease,,,,,,True,False,True
Grape phylloxera,Strawberries,Disease,,,,,,True,False,True
Grasshoppers,Strawberries,Disease,,,,,,True,False,True
Gray Mold,Strawberries,Disease,,,,,,True,False,True
Gray Mold (Botrytis cinerea),Strawberries,Disease,,,,,,True,False,True
Gray mold / Fruit rot,Strawberries,Disease,,,,,,True,False,True
Gray mold leaf blight,Strawberries,Disease,,,,,,True,False,True
Green June beetle larvae,Strawberries,Disease,,,,,,True,False,True
Green Peach Aphid,Strawberries,Disease,,,,,,True,False,True
Grubs,Strawberries,Disease,,,,,,True,False,True
Gypsy Moth,Strawberries,Disease,,,,,,True,False,True
Hard brown rot,Strawberries,Disease,,,,,,True,False,True
Helicotylenchus spp.,Strawberries,Disease,,,,,,True,False,True
Heterodera spp.,Strawberries,Disease,,,,,,True,False,True
Hoplolaimus spp.,Strawberries,Disease,,,,,,True,False,True
Imported Fire Ant,Strawberries,Disease,,,,,,True,False,True
Japanese Beetle,Strawberries,Disease,,,,,,True,False,True
Japanese beetle (adult),Strawberries,Disease,,,,,,True,False,True
Japanese beetle larvae,Strawberries,Disease,,,,,,True,False,True
Lance nematodes (Hoplolaimus species),Strawberries,Disease,,,,,,True,False,True
Late Leaf Rust,Strawberries,Disease,,,,,,True,False,True
Leaf Blight (Dendrophoma spp.),Strawberries,Disease,,,,,,True,False,True
Leaf Perforators,Strawberries,Disease,,,,,,True,False,True
Leaf Rust,Strawberries,Disease,,,,,,True,False,True
Leaf Rust (Phragmidium potentillae),Strawberries,Disease,,,,,,True,False,True
Leaf Scorch (Diplocarpon spp.),Strawberries,Disease,,,,,,True,False,True
Leaf Spot,Strawberries,Disease,,,,,,True,False,True
Leaf Spot (Cercospora fragariae),Strawberries,Disease,,,,,,True,False,True
Leaf Spot and Rot,Strawberries,Disease,,,,,,True,False,True
Leaf blight,Strawberries,Disease,,,,,,True,False,True
Leaf scorch,Strawberries,Disease,,,,,,True,False,True
Leaf spot and blotch,Strawberries,Disease,,,,,,True,False,True
Leafhopper,Strawberries,Disease,,,,,,True,False,True
Leafhopper spp.,Strawberries,Disease,,,,,,True,False,True
Leafminers,Strawberries,Disease,,,,,,True,False,True
Leafrollers,Strawberries,Disease,,,,,,True,False,True
Leather Rot,Strawberries,Disease,,,,,,True,False,True
Leather Rot (Phytophthora cactorum),Strawberries,Disease,,,,,,True,False,True
Leptosphaeria lindquistii,Strawberries,Disease,,,,,,True,False,True
Lesion nematodes (Pratylenchus species),Strawberries,Disease,,,,,,True,False,True
Longidorus spp.,Strawberries,Disease,,,,,,True,False,True
Looper spp.,Strawberries,Disease,,,,,,True,False,True
Loopers,Strawberries,Disease,,,,,,True,False,True
Lygus Bug,Strawberries,Disease,,,,,,True,False,True
Lygus spp.,Strawberries,Disease,,,,,,True,False,True
Macrophomina phaseolina,Strawberries,Disease,,,,,,True,False,True
Maggots,Strawberries,Disease,,,,,,True,False,True
Magnaporthe oryzae,Strawberries,Disease,,,,,,True,False,True
Mealy Bug,Strawberries,Disease,,,,,,True,False,True
Meloidogyne spp.,Strawberries,Disease,,,,,,True,False,True
Mexican Beetles,Strawberries,Disease,,,,,,True,False,True
"Mexican, southern, western, and northern corn rootworm larvae",Strawberries,Disease,,,,,,True,False,True
Mildew,Strawberries,Disease,,,,,,True,False,True
Mite,Strawberries,Disease,,,,,,True,False,True
Mites (Red spider),Strawberries,Disease,,,,,,True,False,True
"Mites (Red spider, Two-spotted)",Strawberries,Disease,,,,,,True,False,True
Mites (Two-spotted),Strawberries,Disease,,,,,,True,False,True
Monilinea fruit and blossom rot,Strawberries,Disease,,,,,,True,False,True
Monilinia,Strawberries,Disease,,,,,,True,False,True
Monilinia blight and mummy berry,Strawberries,Disease,,,,,,True,False,True
Moth,Strawberries,Disease,,,,,,True,False,True
Mummy Berry,Strawberries,Disease,,,,,,True,False,True
Mummy Berry (Monilinia vaccinii-corymbosi),Strawberries,Disease,,,,,,True,False,True
